"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Pathogenicity (human)"
4946,A,"DSM 1620",0,"Klebsiella pneumoniae",1
4947,,"DSM 1643, BMTU 5",0,"Klebsiella pneumoniae",1
4948,240,"DSM 2026, ATCC 15380, NCIB 418, NCTC 418",0,"Klebsiella pneumoniae",1
4949,"H 273","DSM 4270",0,"Klebsiella pneumoniae",1
4950,PZH,"DSM 4799, ATCC 25955, PZH 572",0,"Klebsiella pneumoniae",1
4951,62-1,"DSM 5758, ATCC 25306, DSM 1470",0,"Klebsiella pneumoniae",1
4952,"WS 1758","DSM 6135",0,"Klebsiella pneumoniae",1
4956,GT1,"DSM 12082",0,"Klebsiella pneumoniae",1
4957,"10-04-09, B02624","DSM 16609",0,"Klebsiella pneumoniae",1
4961,,"DSM 25721, NCCP 13840",0,"Klebsiella pneumoniae",1
4962,"K6, MCV37","DSM 26371, ATCC 700603, CCUG 45421, LMG 20218",0,"Klebsiella pneumoniae",1
23932,"K. pneumoniae 63","DSM 12059, ICB 6370",0,"Klebsiella pneumoniae",1
132748,pC4,"DSM 15565",0,"Klebsiella pneumoniae",1
157926,"Kp-Goe-33208, Kp_Goe_33208","DSM 103696",0,"Klebsiella pneumoniae",1
157927,"Kp-Goe-39795, Kp_Goe_39795","DSM 103697",0,"Klebsiella pneumoniae",1
157928,"Kp-Goe-62629, Kp_Goe_62629","DSM 103698",0,"Klebsiella pneumoniae",1
157929,"Kp-Goe-71070, Kp_Goe_71070","DSM 103699",0,"Klebsiella pneumoniae",1
157930,"Kp-Goe-821588, Kp_Goe_821588","DSM 103700",0,"Klebsiella pneumoniae",1
157931,"Kp-Goe-822579, Kp_Goe_822579","DSM 103701",0,"Klebsiella pneumoniae",1
157932,"Kp-Goe-822917, Kp_Goe_822917","DSM 103702",0,"Klebsiella pneumoniae",1
157933,"Kp-Goe-825795, Kp_Goe_825795","DSM 103703",0,"Klebsiella pneumoniae",1
157934,"Kp-Goe-827024, Kp_Goe_827024","DSM 103704",0,"Klebsiella pneumoniae",1
157935,"Kp-Goe-827026, Kp_Goe_827026","DSM 103705",0,"Klebsiella pneumoniae",1
157936,"Kp-Goe-828304, Kp_Goe_828304","DSM 103706",0,"Klebsiella pneumoniae",1
157937,"Kp-Goe-121641, Kp_Goe_121641","DSM 103707",0,"Klebsiella pneumoniae",1
157938,"Kp-Goe-149473, Kp_Goe_149473","DSM 103708",0,"Klebsiella pneumoniae",1
157939,"Kp-Goe-149832, Kp_Goe_149832","DSM 103709",0,"Klebsiella pneumoniae",1
157940,"Kp-Goe-152021, Kp_Goe_152021","DSM 103710",0,"Klebsiella pneumoniae",1
157941,"Kp-Goe-154414, Kp_Goe_154414","DSM 103711",0,"Klebsiella pneumoniae",1
159215,"BWKH 500","DSM 109288",0,"Klebsiella pneumoniae",1
159216,"BWKH 501","DSM 109289",0,"Klebsiella pneumoniae",1
159217,"BWKH 502","DSM 109290",0,"Klebsiella pneumoniae",1
159218,"BWKH 504","DSM 109291",0,"Klebsiella pneumoniae",1
159219,"BWKH 506","DSM 109292",0,"Klebsiella pneumoniae",1
159220,"BWKH 507","DSM 109293",0,"Klebsiella pneumoniae",1
159221,"BWKH 510","DSM 109294",0,"Klebsiella pneumoniae",1
159222,"BWKH 511","DSM 109295",0,"Klebsiella pneumoniae",1
159223,"BWKH 514","DSM 109296",0,"Klebsiella pneumoniae",1
159224,"BWKH 516","DSM 109297",0,"Klebsiella pneumoniae",1
159225,"BWKH 517","DSM 109298",0,"Klebsiella pneumoniae",1
159226,"BWKH 518","DSM 109299",0,"Klebsiella pneumoniae",1
159227,"BWKH 520","DSM 109300",0,"Klebsiella pneumoniae",1
159228,"BWKH 522","DSM 109301",0,"Klebsiella pneumoniae",1
159229,"BWKH 523","DSM 109302",0,"Klebsiella pneumoniae",1
159230,"BWKH 525","DSM 109303",0,"Klebsiella pneumoniae",1
159231,"BWKH 387","DSM 109306",0,"Klebsiella pneumoniae",1
159232,"BWKH 388","DSM 109307",0,"Klebsiella pneumoniae",1
159233,"BWKH 390","DSM 109308",0,"Klebsiella pneumoniae",1
159234,"BWKH 391","DSM 109309",0,"Klebsiella pneumoniae",1
159235,"BWKH 393","DSM 109310",0,"Klebsiella pneumoniae",1
159236,"BWKH 395","DSM 109311",0,"Klebsiella pneumoniae",1
159237,"BWKH 396","DSM 109312",0,"Klebsiella pneumoniae",1
159238,"BWKH 397","DSM 109313",0,"Klebsiella pneumoniae",1
159239,"BWKH 398","DSM 109314",0,"Klebsiella pneumoniae",1
159240,"BWKH 399","DSM 109315",0,"Klebsiella pneumoniae",1
159241,"BWKH 401","DSM 109316",0,"Klebsiella pneumoniae",1
159242,"BWKH 402","DSM 109317",0,"Klebsiella pneumoniae",1
159243,"BWKH 403","DSM 109318",0,"Klebsiella pneumoniae",1
159244,"BWKH 404","DSM 109319",0,"Klebsiella pneumoniae",1
159245,"BWKH 406","DSM 109320",0,"Klebsiella pneumoniae",1
159246,"BWKH 407","DSM 109321",0,"Klebsiella pneumoniae",1
159247,"BWKH 410","DSM 109322",0,"Klebsiella pneumoniae",1
159248,"BWKH 411","DSM 109323",0,"Klebsiella pneumoniae",1
159249,"BWKH 412","DSM 109324",0,"Klebsiella pneumoniae",1
159250,"BWKH 413","DSM 109325",0,"Klebsiella pneumoniae",1
159251,"BWKH 415","DSM 109326",0,"Klebsiella pneumoniae",1
159252,"BWKH 416","DSM 109327",0,"Klebsiella pneumoniae",1
159253,"BWKH 421","DSM 109328",0,"Klebsiella pneumoniae",1
159254,"BWKH 424","DSM 109329",0,"Klebsiella pneumoniae",1
159255,"BWKH 425","DSM 109330",0,"Klebsiella pneumoniae",1
159256,"BWKH 428","DSM 109331",0,"Klebsiella pneumoniae",1
159257,"BWKH 429","DSM 109332",0,"Klebsiella pneumoniae",1
159258,"BWKH 430","DSM 109333",0,"Klebsiella pneumoniae",1
159259,"BWKH 485","DSM 109434",0,"Klebsiella pneumoniae",1
159260,"BWKH 432","DSM 109334",0,"Klebsiella pneumoniae",1
159261,"BWKH 433","DSM 109335",0,"Klebsiella pneumoniae",1
159262,"BWKH 434","DSM 109336",0,"Klebsiella pneumoniae",1
159263,"BWKH 435","DSM 109337",0,"Klebsiella pneumoniae",1
159264,"BWKH 439","DSM 109338",0,"Klebsiella pneumoniae",1
159265,"BWKH 440","DSM 109339",0,"Klebsiella pneumoniae",1
159266,"BWKH 441","DSM 109340",0,"Klebsiella pneumoniae",1
159267,"BWKH 442","DSM 109341",0,"Klebsiella pneumoniae",1
159268,"BWKH 443","DSM 109363",0,"Klebsiella pneumoniae",1
159269,"BWKH 444","DSM 109364",0,"Klebsiella pneumoniae",1
159270,"BWKH 445","DSM 109365",0,"Klebsiella pneumoniae",1
159271,"BWKH 446","DSM 109366",0,"Klebsiella pneumoniae",1
159272,"BWKH 448","DSM 109367",0,"Klebsiella pneumoniae",1
159273,"BWKH 449","DSM 109368",0,"Klebsiella pneumoniae",1
159274,"BWKH 450","DSM 109369",0,"Klebsiella pneumoniae",1
159275,"BWKH 451","DSM 109370",0,"Klebsiella pneumoniae",1
159276,"BWKH 452","DSM 109371",0,"Klebsiella pneumoniae",1
159277,"BWKH 453","DSM 109372",0,"Klebsiella pneumoniae",1
159278,"BWKH 454","DSM 109373",0,"Klebsiella pneumoniae",1
159279,"BWKH 457","DSM 109383",0,"Klebsiella pneumoniae",1
159280,"BWKH 458","DSM 109384",0,"Klebsiella pneumoniae",1
159281,"BWKH 459","DSM 109385",0,"Klebsiella pneumoniae",1
159282,"BWKH 460","DSM 109386",0,"Klebsiella pneumoniae",1
159283,"BWKH 461","DSM 109387",0,"Klebsiella pneumoniae",1
159284,"BWKH 462","DSM 109388",0,"Klebsiella pneumoniae",1
159285,"BWKH 463","DSM 109389",0,"Klebsiella pneumoniae",1
159286,"BWKH 466","DSM 109390",0,"Klebsiella pneumoniae",1
159287,"BWKH 467","DSM 109391",0,"Klebsiella pneumoniae",1
159288,"BWKH 468","DSM 109392",0,"Klebsiella pneumoniae",1
159289,"BWKH 469","DSM 109393",0,"Klebsiella pneumoniae",1
159290,"BWKH 470","DSM 109394",0,"Klebsiella pneumoniae",1
159291,"BWKH 471","DSM 109395",0,"Klebsiella pneumoniae",1
159292,"BWKH 473","DSM 109396",0,"Klebsiella pneumoniae",1
159293,"BWKH 456","DSM 109374",0,"Klebsiella pneumoniae",1
159294,"BWKH 475","DSM 109397",0,"Klebsiella pneumoniae",1
159295,"BWKH 476","DSM 109398",0,"Klebsiella pneumoniae",1
159296,"BWKH 477","DSM 109426",0,"Klebsiella pneumoniae",1
159297,"BWKH 478","DSM 109427",0,"Klebsiella pneumoniae",1
159298,"BWKH 479","DSM 109428",0,"Klebsiella pneumoniae",1
159299,"BWKH 480","DSM 109429",0,"Klebsiella pneumoniae",1
159300,"BWKH 481","DSM 109430",0,"Klebsiella pneumoniae",1
159301,"BWKH 482","DSM 109431",0,"Klebsiella pneumoniae",1
159302,"BWKH 483","DSM 109432",0,"Klebsiella pneumoniae",1
159303,"BWKH 484","DSM 109433",0,"Klebsiella pneumoniae",1
159304,"BWKH 490","DSM 109435",0,"Klebsiella pneumoniae",1
159305,"BWKH 492","DSM 109436",0,"Klebsiella pneumoniae",1
159306,"BWKH 494","DSM 109437",0,"Klebsiella pneumoniae",1
159307,"BWKH 496","DSM 109438",0,"Klebsiella pneumoniae",1
159308,"BWKH 497","DSM 109439",0,"Klebsiella pneumoniae",1
159309,"BWKH 498","DSM 109440",0,"Klebsiella pneumoniae",1
169368,108453,"DSM 108453",0,"Klebsiella pneumoniae",1
4959,298-53,"CCUG 225, NCDC 410-68, DSM 30104, ATCC 13883, IAM 14200, JCM 1662, NCTC 9633, WDCM 00097, BCRC 10692, CECT 143, CIP 82.91, IFO 14940, LMG 2095, NBRC 14940, NCDC 298-53, NCIMB 13883",1,"Klebsiella pneumoniae subsp. pneumoniae",1
4953,A3,"DSM 9376, ATCC 12657, CDC 383-68, NCIB 8805",0,"Klebsiella pneumoniae subsp. pneumoniae",1
4954,,"DSM 9377, ATCC 13887, CDC 421-68, NCTC 9496, CCUG 31615, CDC 4610-53",0,"Klebsiella pneumoniae subsp. pneumoniae",1
4955,C122,"DSM 11678, ATCC 33495",0,"Klebsiella pneumoniae subsp. pneumoniae",1
4958,C37,"DSM 30102, ATCC 13882, IFO 13541, NBRC 13541, NCIB 8267, NCTC 8172, CCUG 28450, NCDC 388-68, JCM 20507, IAM 12351",0,"Klebsiella pneumoniae subsp. pneumoniae",1
4960,,"DSM 30105, ATCC 9997",0,"Klebsiella pneumoniae subsp. pneumoniae",1
130306,"07A044, CRBIP28.112, SB30","CCUG 70916, DSM 28212, CIP 110770",1,"Klebsiella quasipneumoniae subsp. similipneumoniae",1
158169,IF3SW-P1,"DSM 104457",0,"Klebsiella quasipneumoniae subsp. similipneumoniae",1
4940,,"DSM 4798, ATCC 8724, BUCSAV 143, CCM 1901, NCDC 380-68, NCIB 8017, NCIB 8521, NRC 474, NRRL B-199, JCM 20051, CIP 110762, IAM 1102, IFO 3318, NBRC 3318, NCIMB 8017, NCIMB 8521, NCIMB 9901",0,"Klebsiella sp.",1
4966,F2R9,"DSM 15968, ATCC BAA 830, CFNE 2004, CCUG 53906, CIP 108585",1,"Klebsiella variicola subsp. variicola",1
6547,,"DSM 5457, NCIMB 12688, PLY pLY101, YIT 9032",0,"Lacticaseibacillus paracasei subsp. paracasei",1
14684,1c,"DSM 20064",0,"Lactococcus garvieae",1
14685,43113,"DSM 20385",0,"Lactococcus garvieae",1
14687,0332,"DSM 20685, NCDO 2156",0,"Lactococcus garvieae",1
130969,M14,"DSM 29394, CSUR P1376",0,"Lactococcus garvieae",1
132638,BSN307,"DSM 100577, KCTC 21083, MCC 2824",1,"Lactococcus formosensis subsp. bovis",1
14686,0159,"DSM 20684, ATCC 43921, JCM 10343, NCDO 2155, CCUG 32208, NCIMB 702155, ATCC 49156, BCRC 17074, CECT 4531, CIP 102507, HAMBI 1592, JCM 12256, KCTC 3772, LMG 8893, NBRC 100934, NCFB 2155",1,"Lactococcus garvieae subsp. garvieae",1
14683,YT-3,"DSM 6783, ATCC 49156, CIP 104369, JCM 8735, CECT 4828, CECT 5274, LMG 12889, NCIMB 13208",0,"Lactococcus garvieae subsp. garvieae",1
14695,"3078, Lactose plasmid","DSM 4641",0,"Lactococcus lactis subsp. lactis",1
14696,"Lactose plasmid, W53","DSM 4642",0,"Lactococcus lactis subsp. lactis",1
14697,"FA318, Lactose plasmid","DSM 4643",0,"Lactococcus lactis subsp. lactis",1
14698,"Lactose/Citrate plasmid, W932","DSM 4644",0,"Lactococcus lactis subsp. lactis",1
17860,C-1013-b,"DSM 1135, ATCC 14201, JCM 12969, NCTC 10249, CCUG 34316, CIP 105792",1,"Leptotrichia buccalis",1
11721,1266/56A&B,"DSM 10531, ATCC 33396, NCTC 9380",1,"Mannheimia haemolytica",1
11720,"SVA 105","DSM 5283, CCUG 24141",0,"Mannheimia haemolytica",1
8607,PG21,"DSM 25592, ATCC 23114, CIP 103715, IFO (now NBRC) 14850, NCTC 10111, CCUG 50616",1,"Metamycoplasma hominis",1
8606,ZK-CU2,"DSM 19104",0,"Metamycoplasma hominis",1
8153,L-3,"DSM 6328, ATCC 10900, CDC KC745, IMET 11301, JCM 17254, CCUG 2133, NCTC 11013, LMG 986, NCDC KC 745, CIP 70.40, IAM 12313, LMG 5299",1,"Moraxella bovis",1
8154,MB21,"DSM 6329, ATCC 43760",0,"Moraxella bovis",1
8155,"Ep 300","DSM 46335, CCM 5619, IMET 11299",0,"Moraxella bovis",1
8161,"Ne 11, Nell","CCUG 353, NCTC 11020, LMG 11192, DSM 9143, ATCC 25238",1,"Moraxella catarrhalis",1
8162,1908,"DSM 11994, ATCC 43617",0,"Moraxella catarrhalis",1
8157,A1920,"DSM 6998, ATCC 19976, NBRC 111460, NCTC 10465, CCUG 350, LMG 5131, JCM 17842, BCRC 10705, CCM 5605, CECT 460, CIP 68.35",1,"Moraxella osloensis",1
8156,"trp E55, <I>trp</I> E55","DSM 6359, ATCC 29721",0,"Moraxella osloensis",1
8158,ES1-183-5,"DSM 30536",0,"Moraxella osloensis",1
8159,K2-13,"DSM 30914",0,"Moraxella osloensis",1
169341,Turin5-S5,"DSM 113922",0,"Moraxella osloensis",1
131822,H1r,"DSM 103281",0,"Morganella morganii",1
4986,"M 11, 33 M","DSM 30164, ATCC 25830, IFO 3848, LMG 7874, NBRC 3848, NCIB 235, NCTC 235, WDCM 00112, CCUG 6328, JCM 1672, ATCC 8076H, BCRC 10706, CECT 173, CGMCC 1.6767, CIP 103763, CIP A231, KACC 13822, NBRC 105691, NCCB 73065, NCIMB 235",1,"Morganella morganii subsp. morganii",1
4984,"6675, M4","DSM 6675, ATCC 25829, NCTC 417",0,"Morganella morganii subsp. morganii",1
4985,"21, 23","DSM 30117, ATCC 8019, CCM 680, NCIB 10466",0,"Morganella morganii subsp. morganii",1
4987,,"DSM 46262, CCM 125, IMET 10826, SG 1080",0,"Morganella morganii subsp. morganii",1
8414,,"DSM 43493, SN 292",0,"Mycobacterium abscessus",1
8416,,"DSM 44196, ATCC 19977, CCUG 20993, CIP 104536, JCM 13569, NCTC 13031, TMC 1543, Hauduroy L948, CCUG 27982",1,"Mycobacterium abscessus subsp. abscessus",1
8415,9404L,"DSM 43507, SN 589",0,"Mycobacterium abscessus subsp. abscessus",1
8417,B98-10.22.0168,"DSM 44567",0,"Mycobacterium abscessus subsp. abscessus",1
8547,BD,"DSM 45149, CCUG 50184, CIP 108541, JCM 15297, BCRC 16915",1,"Mycobacterium abscessus subsp. bolletii",1
8546,,"DSM 45103, CCUG 48898, CIP 108297, KCTC 19086, JCM 15300, Timone LB, BCRC 16916",1,"Mycobacterium abscessus subsp. massiliense",1
169568,19005109,"DSM 113267",0,"Mycobacterium abscessus subsp. massiliense",1
169569,20004644,"DSM 113268",0,"Mycobacterium abscessus subsp. massiliense",1
8431,"3056, N61H","DSM 44297, ATCC 25276, CCUG 29115, TMC 803",1,"Mycobacterium asiaticum",1
8430,"Runyon 3016, N27A","DSM 44292, ATCC 25274, CCUG 29113",0,"Mycobacterium asiaticum",1
24234,4355387,"DSM 45439, CCUG 56331, CIP 109827, CSUR P34, JCM 17323",0,"Mycobacterium avium",1
8419,"SSC 1336","DSM 44156, ATCC 25291, TMC 724, CCUG 20992, NCTC 13034, CIP 104244",1,"Mycobacterium avium subsp. avium",1
8418,HaIV,"DSM 43216, SN 304",0,"Mycobacterium avium subsp. avium",1
8420,McKee1,"DSM 44157, ATCC 15769",0,"Mycobacterium avium subsp. avium",1
8421,"chicken AHT 1","DSM 44158, ATCC 19421, NCTC 8559",0,"Mycobacterium avium subsp. avium",1
8439,,"DSM 44133, ATCC 19698, TMC 807, CCUG 55483, CIP 103963",1,"Mycobacterium avium subsp. paratuberculosis",1
8440,1351,"DSM 44135",0,"Mycobacterium avium subsp. paratuberculosis",1
169420,JIII-386,"DSM 108962",0,"Mycobacterium avium subsp. paratuberculosis",1
8445,6409,"DSM 44175, ATCC 49884, CCUG 47446, CIP 103317",1,"Mycobacterium avium subsp. silvaticum",1
8473,,"DSM 44243, ATCC 51131, CCUG 39185, JCM 12373, CDC 90-0899, CIP 106109",1,"Mycobacterium celatum",1
8570,RAMC,"DSM 43804, ATCC 35752, CCUG 47445, IMET 10609, JCM 6388, NCTC 946, TMC 1544, CIP 104535, KCTC 9505, NCIMB 1474",1,"Mycobacterium chelonae",1
8560,10546,"DSM 43217, ATCC 19236, SN 281R",0,"Mycobacterium chelonae",1
8561,"Magnussen 921","DSM 43283, ATCC 14472, JCM 6390",0,"Mycobacterium chelonae",1
8562,,"DSM 43483, ATCC 19535, SN 282",0,"Mycobacterium chelonae",1
8563,,"DSM 43484, ATCC 19536, SN 283",0,"Mycobacterium chelonae",1
8564,,"DSM 43485, ATCC 19537, SN 284",0,"Mycobacterium chelonae",1
8565,,"DSM 43486, ATCC 19538, SN 285",0,"Mycobacterium chelonae",1
8567,,"DSM 43488, ATCC 19539, SN 287",0,"Mycobacterium chelonae",1
8568,,"DSM 43489, ATCC 19540, IMET 10657, SN 288",0,"Mycobacterium chelonae",1
8569,,"DSM 43490, SN 289",0,"Mycobacterium chelonae",1
8571,788,"DSM 46627, IMET 10611",0,"Mycobacterium chelonae",1
8481,484,"DSM 44368, JCM 12406, CIP 106831",1,"Mycobacterium elephantis",1
24233,MLB-A15,"DSM 45745",0,"Mycobacterium elephantis",1
8247,"D-25 (TMC 1541)","DSM 43991, ATCC 14474, TMC 1541, CCUG 29041, CCUG 32167",1,"Mycobacterium flavescens",1
8250,"P.H.S. 383","DSM 43077, IMRU 981",0,"Mycobacterium fortuitum",1
8251,"Aquis Ko 923","DSM 43220, IMET 10652, SN 201",0,"Mycobacterium fortuitum",1
8259,"Cruz 1, GB 178, Gdf M93, Lausanne 1021, X42","DSM 46621, ATCC 6841, CCUG 20994, CIP 104534, IFO 13159, IMET 10605, JCM 6387, NBRC 13159, NCTC 10394, TMC 1529, RIMD 1317004, Tsukamura 18112, CCUG 27973, KCTC 9510, PCM 672",1,"Mycobacterium fortuitum subsp. fortuitum",1
8248,"M 18","DSM 43075, IMRU 681",0,"Mycobacterium fortuitum subsp. fortuitum",1
8252,"282, Ko 925","DSM 43475, SN 203",0,"Mycobacterium fortuitum subsp. fortuitum",1
8253,,"DSM 43476, SN 210",0,"Mycobacterium fortuitum subsp. fortuitum",1
8254,8077,"DSM 43477, SN 216",0,"Mycobacterium fortuitum subsp. fortuitum",1
8255,"Minetti 82","DSM 43478, SN 230",0,"Mycobacterium fortuitum subsp. fortuitum",1
8258,"1000 B","DSM 43482, SN 265",0,"Mycobacterium fortuitum subsp. fortuitum",1
8260,1000,"DSM 46622, IMET 10606",0,"Mycobacterium fortuitum subsp. fortuitum",1
8261,1000B,"DSM 46623, IMET 10607",0,"Mycobacterium fortuitum subsp. fortuitum",1
135874,M069,"DSM 44492, ATCC 700504, CCUG 58730, CDC 860673, JCM 12689, CIP 106349",1,"Mycobacterium goodii",1
8513,"1, 141420001","DSM 44634, ATCC 29548, CCUG 47452, CIP 105049, TMC 804, JCM 15465, NCTC 11185",1,"Mycobacterium haemophilum",1
8404,N100616,"DSM 44161, ATCC 23068, NCTC 10425",0,"Mycobacterium intracellulare",1
8405,2123,"DSM 44365",0,"Mycobacterium intracellulare",1
8406,,"DSM 44655",0,"Mycobacterium intracellulare",1
8403,3600,"DSM 43223, ATCC 13950, ATCC 15985, JCM 6384, NCTC 10682, CCUG 28005, NCTC 13025, TMC 1406, CIP 104243, SN 424, KCTC 9514",1,"Mycobacterium intracellulare subsp. intracellulare",1
8393,"G133 Bostrom","DSM 44162, ATCC 12478, JCM 6379, TMC 1204, CCUG 20997, CCUG 27787, CECT 3030, CIP 104589, KCTC 9515, NCTC 13024, RIMD 1320001",1,"Mycobacterium kansasii",1
8381,9403L,"DSM 43221, SN 588",0,"Mycobacterium kansasii",1
8382,,"DSM 43224, SN 502",0,"Mycobacterium kansasii",1
8383,"svizensky 1218","DSM 43494, IMET 10658, SN 501",0,"Mycobacterium kansasii",1
8384,1526,"DSM 43495, IMET 10659, SN 511",0,"Mycobacterium kansasii",1
8385,"PKG 24","DSM 43496, SN 529",0,"Mycobacterium kansasii",1
8386,9100,"DSM 43497, SN 531",0,"Mycobacterium kansasii",1
8387,"8561 Lille (white variant)","DSM 43498, IMET 10660, SN 537",0,"Mycobacterium kansasii",1
8388,8563,"DSM 43499, SN 538",0,"Mycobacterium kansasii",1
8389,1672,"DSM 43501, SN 541",0,"Mycobacterium kansasii",1
8390,"Kansasii 10456 (white variant)","DSM 43502, SN 542",0,"Mycobacterium kansasii",1
8391,12508,"DSM 43503, IMET 10661, SN 550",0,"Mycobacterium kansasii",1
8392,"1250 B II","DSM 43504, SN 551",0,"Mycobacterium kansasii",1
8486,938,"DSM 44476, ATCC 700351, CIP 104973, CCUG 37984, JCM 12375",1,"Mycobacterium mageritense",1
8487,1336,"DSM 44477",0,"Mycobacterium mageritense",1
8428,"Mo 816","DSM 44163, ATCC 29571, TMC 802, CCUG 37761, JCM 13391, CIP 105775, NCTC 11298",1,"Mycobacterium malmoense",1
8427,6759/71,"DSM 44053",0,"Mycobacterium malmoense",1
8444,,"DSM 44164, ATCC 19530, ATCC 23067, JCM 6364, NCTC 10424, TMC 1481, CCUG 28009, CIP 106811",1,"Mycobacterium nonchromogenicum",1
8496,"E170-1, E846","DSM 44572, ATCC BAA 377, CIP 107748",1,"Mycobacterium palustre",1
8495,"3189/96, 629","DSM 44571",0,"Mycobacterium palustre",1
8276,"Bojalil 40","DSM 43271, ATCC 14467, ATCC 23023, IMET 10608, NCTC 10264, TMC 1547, JCM 12142, ATCC 23036, CCUG 27976, CCUG 41354, CECT 3023, CIP 105382, KCTC 9615, LMG 19256, PCM 639",1,"Mycobacterium peregrinum",1
8216,,"DSM 43533, SN 2300",0,"Mycobacterium peregrinum",1
8278,,"DSM 46638, IMET 10654, SN 259 Typ B",0,"Mycobacterium peregrinum",1
8471,E10241-1,"DSM 44242, ATCC 33776, JCM 6378, CCUG 37674, CIP 105392, KCTC 9517",1,"Mycobacterium porcinum",1
8472,"MF-155, W6238","CCUG 47583, CIP 107826, DSM 44678, ATCC BAA 329",0,"Mycobacterium porcinum",1
8369,"12238, 1356 TMC/1323","DSM 43992, ATCC 19981, JCM 6381, NCTC 10803, TMC 1323, CCUG 29045, CIP 105416, KCTC 9519, RIMD 1331002",1,"Mycobacterium scrofulaceum",1
8366,,"DSM 43226, SN 802",0,"Mycobacterium scrofulaceum",1
8367,,"DSM 43512, SN 801",0,"Mycobacterium scrofulaceum",1
8368,,"DSM 43513, SN 803",0,"Mycobacterium scrofulaceum",1
8429,,"DSM 44165, ATCC 25275, TMC 1226, JCM 12377, CCUG 29114, CCUG 42427, CIP 104531",1,"Mycobacterium simiae",1
8324,"GA 735, Cornell 3","DSM 43756, ATCC 19420, JCM 5866, KCTC 9108, NCTC 8159, CCUG 21002, CCUG 21815, CECT 3020, CIP 104444, JCM 6386, NRRL B-14616, VKM Ac-1239",1,"Mycobacterium smegmatis",1
8256,"Minetti 41","DSM 43479, SN 220",0,"Mycobacterium smegmatis",1
8309,,"DSM 43059, CCM 1889, IMRU N 525, NCTC 525, BUCSAV 267",0,"Mycobacterium smegmatis",1
8310,,"DSM 43061, CCM 2228, NCTC 523",0,"Mycobacterium smegmatis",1
8311,52-L-1,"DSM 43078, IMRU 672",0,"Mycobacterium smegmatis",1
8312,,"DSM 43079, IMRU 853",0,"Mycobacterium smegmatis",1
8313,,"DSM 43080, IMRU 580",0,"Mycobacterium smegmatis",1
8314,52-Q-1,"DSM 43081, IMRU 595",0,"Mycobacterium smegmatis",1
8315,,"DSM 43277, ATCC 101, ATCC 14468, NCIB 9953, NCTC 10265, TMC 1546",0,"Mycobacterium smegmatis",1
8316,"74C, Schering 250","DSM 43286, ATCC 356, NCTC 524",0,"Mycobacterium smegmatis",1
8317,"169, Schering 275","DSM 43299, ATCC 114, CCUG 21817",0,"Mycobacterium smegmatis",1
8318,,"DSM 43464, ATCC 27204, IMET 10646, SN 2",0,"Mycobacterium smegmatis",1
8319,607,"DSM 43465, ATCC 607, NRRL B-692, SN 10, JCM 20379, IAM 12065, IFO 3207, NBRC 3207",0,"Mycobacterium smegmatis",1
8320,,"DSM 43466, IMRU 7992, SN 35",0,"Mycobacterium smegmatis",1
8322,114,"DSM 43468, ATCC 27205, IMET 10647, IMRU 114, SN 38",0,"Mycobacterium smegmatis",1
8323,7449,"DSM 43469, IMET 10648, SN 46",0,"Mycobacterium smegmatis",1
8325,,"DSM 44200, HKI 0056 (SG 987)",0,"Mycobacterium smegmatis",1
8326,987-M10,"DSM 44201, HKI 0062",0,"Mycobacterium smegmatis",1
8373,25932,"DSM 44166, ATCC 35799, JCM 6383, NCTC 10831, PCM 1876, TMC 1328, CCUG 37675, CIP 104532, KCTC 9520",1,"Mycobacterium szulgai",1
23134,"FM2, hsp65 type","DSM 45835, JCM 18264",0,"Mycobacterium szulgai",1
23135,"FM 6","DSM 45836, JCM 18265",0,"Mycobacterium szulgai",1
23136,"FM 7","DSM 45837, JCM 18266",0,"Mycobacterium szulgai",1
23137,"FM 10","DSM 45838, JCM 18267",0,"Mycobacterium szulgai",1
132766,"Schering 260","DSM 43292, ATCC 15483, NCIB 9937, SN 920, JCM 6389, ATCC 23004, BCRC 17229, CCUG 21003, CECT 3019, CIP 105934, HAMBI 2276, IFO 14118, KCTC 19087, NBRC 14118, NCIMB 9937, NCTC 10916, TMC 1526",1,"Mycobacterium vaccae",1
8354,"Gerda 21","DSM 43229, SN 903",0,"Mycobacterium vaccae",1
8356,"Angelika 59a","DSM 43514, IMET 10670, SN 908",0,"Mycobacterium vaccae",1
8357,"Angelika 67","DSM 43515, IMET 10671, SN 911",0,"Mycobacterium vaccae",1
8358,"Lore 90","DSM 43516, SN 918",0,"Mycobacterium vaccae",1
8370,,"DSM 43995, ATCC 19250, NCTC 10042, TMC 1482, JCM 15661, CCUG 28011, CCUG 31306, CIP 104035, CNCTC 7303",1,"Mycobacterium xenopi",1
8371,,"DSM 44168, ATCC 19970",0,"Mycobacterium xenopi",1
8372,,"DSM 44169, ATCC 19971",0,"Mycobacterium xenopi",1
10753,SD769,"CCUG 46122, DSM 44491, ATCC BAA 280, CIP 109047, NBRC 100379, NCTC 13181, JCM 11438",1,"Nocardia africana",1
10754,"SD 880","DSM 44500",0,"Nocardia africana",1
10755,"SD 910","DSM 44501",0,"Nocardia africana",1
10756,"SD 925","DSM 44502",0,"Nocardia africana",1
