"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Cell shape"
166246,"IBRC-M 11176, F13-25","CECT 9384",1,"Halorientalis pallida",coccus-shaped
158600,SAH-A6,"KCCM 43215, JCM 31519",1,"Halorubrum aethiopicum",ovoid-shaped
,,,,,rod-shaped
5952,31-hong,"DSM 23496, CGMCC 1.2670, JCM 13560, KCTC 4073",1,"Halorubrum aidingense",rod-shaped
5953,SF3-213,"DSM 19288, CECT 7256, JCM 14715",1,"Halorubrum californiense",rod-shaped
5947,"5'1, 5.1","DSM 17463, CECT 7099",1,"Halorubrum ezzemoulense",ovoid-shaped
141136,,"CECT 8745, IBRC-M 10233, CB Cb34",1,"Halorubrum halodurans",rod-shaped
23052,BG-1,"DSM 19804, JCM 14978, CECT 7322, CGMCC 1.7018, KCTC 4068",1,"Halorubrum kocurii",rod-shaped
5951,9-3,"DSM 21995, CGMCC 1.5332, JCM 13559, KCTC 4069",1,"Halorubrum lipolyticum",rod-shaped
140642,PJ61,"CGMCC 1.15212, JCM 30955",1,"Halorubrum pallidum",oval-shaped
,,,,,sphere-shaped
140565,Y73,"CGMCC 1.15503, JCM 31271",1,"Halorubrum trueperi",pleomorphic-shaped
163753,ZS-3,"JCM 30239, CGMCC 1.12866",1,"Halorussus halophilus",pleomorphic-shaped
,,,,,rod-shaped
141118,DC8,"IBRC-M 10911, CECT 8793",1,"Halomicrobium urmianum",pleomorphic-shaped
5852,,"DSM 15505, UNIQEM U233, HGD 1-3",1,"Halospina denitrificans",rod-shaped
5970,194-10,"DSM 22427, JCM 16110, CECT 7536",1,"Halostagnicola kamekurae",rod-shaped
5969,XH-48,"DSM 17691, CECT 7116, CGMCC 1.5338, JCM 13463",1,"Halostagnicola larsenii",rod-shaped
163855,LT12,"JCM 30667, CGMCC 1.14941",1,"Halostella limicola",rod-shaped
141067,CBA1114,"JCM 30111, KCTC 4206",1,"Halostella salina",coccus-shaped
133550,JX313,"CGMCC 1.8909, NBRC 105739, JCM 18238",1,"Natronorubrum daqingense",coccus-shaped
134201,AX-7,"CGMCC 1.5333, JCM 13563",1,"Natrinema limicola",rod-shaped
134202,ABH32,"CGMCC 1.5334, JCM 13562",1,"Natrinema longum",rod-shaped
140566,H13,"BCRC 910151, NBRC 111885",1,"Natrinema mahii",rod-shaped
5887,XH-65,"DSM 18196, CGMCC 1.6203, JCM 13891",1,"Haloterrigena salina",coccus-shaped
6089,"c2, ParkerX, X","DSM 15147, NCIMB 8539, CIP 104769",1,"Halothiobacillus neapolitanus",rod-shaped
133710,EB27,"IBRC-M 10015, CGMCC 1.11001",1,"Halovenus aranensis",rod-shaped
6007,,"DSM 15503, UNIQEM U232, HGD 3",1,"Halovibrio denitrificans",ovoid-shaped
134166,EJ-46,"CGMCC 1.4248, CECT 7098, JCM 14624",1,"Halovivax asiaticus",rod-shaped
166127,W1-2-3,"KACC 18307, LMG 28594",1,"Hankyongella ginsenosidimutans",rod-shaped
24180,PG04,"DSM 25481, ACCC 05759",1,"Hansschlegelia beijingensis",rod-shaped
7229,"S 113","DSM 18984, CCTCC AB 206143, KCTC 12880",1,"Hansschlegelia zhihuaiae",coccus-shaped
159765,L53,"KCTC 62247, MCCC 1H00246",1,"Pseudobizionia ponticola",rod-shaped
133200,LIP-5,"CCTCC AB 2015365, KCTC 42956",1,"Haoranjiania flava",rod-shaped
132644,V20-281a,"DSM 100433, CECT 8892",1,"Harryflintia acetispora",rod-shaped
24519,,"DSM 29318, JCM 16214, KCCM 90082, KME 002",1,"Hasllibacter halocynthiae",ovoid-shaped
2601,Weinberg,"DSM 2158, ATCC 19401, BCRC 10644, CCUG 4854, CIP 103713, CN 1693, JCM 1403, NCIMB 503, NCTC 503, CECT 4109, KCTC 5010",1,"Hathewaya histolytica",rod-shaped
2613,"A 46","DSM 1400, ATCC 25620, ATCC 25760, NCIB 10638, CCUG 24037, VPI 2700, JCM 1427, BCRC 14513, CECT 4329, NCIMB 10638",1,"Hathewaya limosa",rod-shaped
2648,CG,"DSM 3090, ATCC 49002",1,"Hathewaya proteolytica",rod-shaped
3920,6401990,"DSM 23040, CCUG 53859, CIP 109418, CSUR P17, JCM 30721",1,"Helcobacillus massiliensis",rod-shaped
17992,,"DSM 17243, CCUG 47334, CIP 108183",1,"Helcococcus sueciensis",coccus-shaped
141061,"A 19","DSM 28990, LMG 28471",1,"Helicobacter apri",spiral-shaped
134274,M50,"LMG 23839, CCUG 53816",1,"Helicobacter baculiformis",spiral-shaped
134160,JKM4,"LMG 23188",1,"Helicobacter cynogastricus",coccus-shaped
134194,EqF1,"LMG 23362, CCUG 52199",1,"Helicobacter equorum",rod-shaped
6103,"231, CLO-2","DSM 7491, ATCC 35684, CCUG 18820, LMG 7546, NCTC 11612, CIP 103758, KCTC 15214",1,"Helicobacter fennelliae",curved-shaped
6110,ASB3,"DSM 23983",0,"Helicobacter heilmannii",spiral-shaped
6102,"RPH 13487","CCUG 15815, LMG 7540, CIP 103995, DSM 21031, ATCC 43504, CCUG 17874, DSM 4867, LMG 7539, NCTC 11637, JCM 12093, JCM 7653, LMG 18041, LMG 18045",1,"Campylobacter pylori",rod-shaped
6109,HS1,"DSM 19735, LMG 23995",1,"Helicobacter suis",spiral-shaped
6220,26III/A02/215,"DSM 19091, CIP 109500, OOB 269",1,"Hellea balneolensis",rod-shaped
133491,P38,"CCTCC AB 208227, LMG 24711, MCCC 1A01086",1,"Henriciella aquimarina",rod-shaped
6222,SD10,"DSM 22014, KACC 13700",1,"Henriciella litoralis",rod-shaped
140997,LA220,"CGMCC 1.15928, KCTC 52577",1,"Henriciella pelagia",rod-shaped
11369,,"DSM 21191, ATCC BAA 1628, KCTC 32019, IEH 4430",1,"Herbaspirillum aquaticum",rod-shaped
166333,"AB 2018017, WT00C","KCTC 62527",1,"Herbaspirillum camelliae",rod-shaped
11366,CPW301,"DSM 17796, IAM 15024, JCM 21487, KCTC 12096, NBRC 102525, CCUG 52898, CIP 108432, UCCCB8",1,"Herbaspirillum chlorophenolicum",rod-shaped
11365,N3,"DSM 17495, CIP 109904, LMG 23131, UCCCB12",1,"Herbaspirillum hiltneri",rod-shaped
11367,UMS-37,"DSM 21885, CIP 108917, KCTC 12558",1,"Herbaspirillum rhizosphaerae",rod-shaped
158710,HZ10,"JCM 31754, CCTCC AB 2014352",1,"Herbaspirillum robiniae",rod-shaped
7512,,"DSM 26474, NBRC 16403, VKM Ac-2058",1,"Herbiconiux flava",rod-shaped
7509,wged11,"DSM 19088, CGMCC 4.3491, JCM 13908, NBRC 104580, CIP 109552, KCTC 19440",1,"Herbiconiux ginsengi",rod-shaped
7511,RB-62,"DSM 25800, JCM 16117, KCTC 19653",0,"Herbiconiux moechotypicola",rod-shaped
132633,,"DSM 101727, NBRC 111774, CPCC 204279",1,"Herbihabitans rhizosphaerae",rod-shaped
11303,ULPAs1,"DSM 17148, CCUG 53683, CCM 7303, LMG 22961",1,"Herminiimonas arsenicoxydans",rod-shaped
24261,,"DSM 28178, CCM 7991, CCUG 53591",1,"Herminiimonas contaminans",rod-shaped
11307,UMB49,"DSM 21140, ATCC BAA 1623, CCUG 59859",1,"Herminiimonas glaciei",rod-shaped
11306,NS11,"DSM 18748, CCM 7436, NEU 1218",1,"Herminiimonas saxobsidens",ovoid-shaped
6133,"HK 758, Hp g472","DSM 52871, NBRC 112829",1,"Herpetosiphon gulosus",filament-shaped
6357,PC80,"DSM 15481, ATCC BAA 674, NRRL B-23458",1,"Hespellia porcina",rod-shaped
6356,PC18,"DSM 15480, ATCC BAA 677, CCUG 46279, NRRL B-23456, CIP 108344",1,"Hespellia stercorisuis",rod-shaped
1102,"RT 10","DSM 9356, CIP 104972, LMG 17952",1,"Heyndrickxia oleronia",rod-shaped
1149,"M 215, MB581","DSM 10599, LMG 17668",1,"Heyndrickxia sporothermodurans",rod-shaped
4188,EP5-r,"DSM 24586, OCM 986",1,"Hippea alviniae",ovoid-shaped
4187,Mar08-272r,"DSM 24585, OCM 985",1,"Hippea jasoniae",rod-shaped
6199,,"DSM 5838, ATCC 49814, IFAM 1418",1,"Hirschia baltica",rod-shaped
133891,M-M23,"KCTC 32081, CCUG 62793",1,"Hirschia litorea",coccus-shaped
6200,GSW-2,"DSM 19733, JCM 14974",1,"Hirschia maritima",rod-shaped
11868,AM1V30,"DSM 16655, CECT 5682",1,"Hoeflea alexandrii",rod-shaped
11870,DFL-43,"DSM 17068, CIP 109233, CCUG 59890, NCIMB 14078",1,"Hoeflea phototrophica",rod-shaped
5417,,"DSM 3989, ATCC 27806, KCTC 5969, CCUG 28091, VPI C17-5, JCM 10412",1,"Holdemanella biformis",coccus-shaped
17982,,"DSM 15118, JCM 13267, GPC 589",1,"Howardella ureilytica",coccus-shaped
17886,,"DSM 45258, CIP 109864, NBRC 109631, OFN S31, JCM 18112",1,"Hoyosella altamirensis",coccus-shaped
132659,J12GA03,"DSM 101985, CGMCC 1.15478, JCM 32492",1,"Hoyosella rhizosphaerae",coccus-shaped
8593,DQS3-9A1,"DSM 45089, CGMCC 4.3532, JCM 17490, NBRC 109087",1,"Hoyosella subflava",coccus-shaped
133246,LIP-1,"CCTCC AB 2015422, KCTC 39698, JCM 33576",1,"Huakuichenia soli",rod-shaped
133849,R9-9,"CCTCC AB 2010418, NRRL B-59750",1,"Huanghella arctica",rod-shaped
6309,KV-663,"DSM 21776, NBRC 101803, NRRL B-24471, JCM 15923",1,"Humibacillus xanthopallidus",rod-shaped
7498,SC-083,"DSM 18994, CCUG 54538, LMG 23996, JCM 16029, KACC 20986, NBRC 106151",1,"Humibacter albus",rod-shaped
24189,D7-27,"DSM 25738, JCM 31974, KCTC 33009",1,"Humibacter antri",rod-shaped
133102,CC-YTH161,"BCRC 80936, JCM 31199",1,"Humibacter aquilariae",rod-shaped
140819,R1-20,"KCTC 39614, JCM 31015",1,"Humibacter soli",rod-shaped
4168,,"DSM 15450, JCM 14124, CY 1",1,"Humidesulfovibrio idahonensis",rod-shaped
23513,W37,"DSM 24525, CIP 110261, LMG 26243",1,"Humitalea rosea",rod-shaped
133967,HD-3,"KCTC 32177, CCUG 63246",1,"Hwangdonia seohaensis",rod-shaped
164420,Gri0909,"JCM 32943, KACC 19793",1,"Hwanghaeella grinnelliae",rod-shaped
13857,Y26,"DSM 22009",1,"Palleronia aestuarii",coccus-shaped
166146,Soil36-7,"MCCC 1A12105, KCTC 62334",1,"Hydrocarboniclastica marina",rod-shaped
133605,B2-9,"CGMCC 1.7049, NBRC 104238",1,"Hydrocarboniphaga daqingensis",rod-shaped
17658,AP103,"DSM 16095, ATCC BAA 332",1,"Hydrocarboniphaga effusa",rod-shaped
782,MA-48,"DSM 2000, ATCC 43741, CCUG 26017, CIP 106933, LMG 7133",1,"Hydrogenibacillus schlegelii",rod-shaped
509,ISBSK3,"DSM 16510, ATCC BAA 821, JCM 12173",1,"Hydrogenivirga caldilitoris",rod-shaped
510,"12-2, LS12-2","DSM 17378, JCM 13302",1,"Hydrogenivirga okinawensis",rod-shaped
17692,SW512,"DSM 24774, CGMCC 1.5070, JCM 14861",1,"Hydrogenoanaerobacterium saccharovorans",rod-shaped
512,TK-6,"DSM 6534, IAM 12695, JCM 7687, NBRC 102181",1,"Hydrogenobacter thermophilus",rod-shaped
141037,CC-KL-3,"BCRC 80937T, JCM 31216, BCRC 80937",1,"Hydrogenophaga aquatica",rod-shaped
134293,"K1 02","KCTC 12980, CCUG 54518",1,"Hydrogenophaga bisanensis",rod-shaped
2972,EMB71,"DSM 17962, KCTC 12613",1,"Hydrogenophaga caeni",rod-shaped
140762,LPB0072,"KACC 18705, JCM 31188",1,"Hydrogenophaga crassostreae",rod-shaped
2965,362,"DSM 63, ATCC 17724, Stanier 362, JCM 21412, BCRC 13886, CCM 4454, CCUG 1780, CCUG 20334, CECT 4107, CFBP 2445, CIP 103304, IAM 14930, LMG 2366, NBRC 102513, VKM B-1328",1,"Hydrogenophaga palleronii",rod-shaped
2966,GA3,"DSM 1034, ATCC 33668, CCUG 13799, LMG 5945, JCM 21410, BCRC 13892, CCM 4455, CFBP 2439, CIP 103270, IAM 14928, KACC 10200, NBRC 102511",1,"Hydrogenophaga pseudoflava",rod-shaped
140763,S10,"KCTC 52520, JCM 31711",1,"Hydrogenophaga soli",rod-shaped
2968,2K1,"DSM 2082, ATCC 49743, CCUG 15921, LMG 7170, JCM 21411, CIP 106727, IAM 14929, KCTC 12153, NBRC 102512",1,"Hydrogenophaga taeniospiralis",rod-shaped
6137,"16C, C16","DSM 21442, JCM 16106",1,"Hydrogenophilus islandicus",rod-shaped
11933,"HL 5","DSM 15072, CIP 109407, UNIQEM U 221",1,"Hydrogenovibrio halophilus",vibrio-shaped
11923,JB-A1,"DSM 12350, ATCC 700877",1,"Hydrogenovibrio kuenenii",vibrio-shaped
11930,I78,"DSM 16397, JCM 12397",1,"Hydrogenovibrio thermophilus",rod-shaped
131181,,"DSM 28441, CCM 7760, CCUG 51397",1,"Hydrotalea flava",rod-shaped
17765,AF-51,"DSM 23241, LMG 25526",1,"Hydrotalea sandarakina",rod-shaped
133120,16F3P,"KCTC 52194, JCM 31653",1,"Hymenobacter aquaticus",rod-shaped
159697,HMF3095,"KCTC 52398, NBRC 112669",1,"Hymenobacter aquatilis",rod-shaped
164676,BRD72,"JCM 33837, KCTC 72649",1,"Hymenobacter baengnokdamensis",rod-shaped
159882,DK6-66,"CGMCC 1.15795, KCTC 52629",1,"Hymenobacter bucti",rod-shaped
158672,K1E01-27,"CGMCC 1.15197, NBRC 112610",1,"Hymenobacter cavernae",rod-shaped
140614,WW84,"JCM 19493, KCTC 32530",1,"Hymenobacter coalescens",rod-shaped
140596,P5239,"LMG 29441, CCM 8649",1,"Hymenobacter coccineus",rod-shaped
3810,,"DSM 21074, KCTC 22258, LMG 24498, Dae 14",1,"Hymenobacter daecheongensis",rod-shaped
158592,POA9,"KCTC 52270, JCM 31658",1,"Hymenobacter defluvii",rod-shaped
133418,ZLB-3T,"CCTCC AB 207171, NRRL B-51267",1,"Hymenobacter deserti",rod-shaped
166209,NL,"KCTC 62521, CCTCC AB 2018028",1,"Hymenobacter edaphi",rod-shaped
140764,B1789,"JCM 30595, CGMCC 1.14966",1,"Hymenobacter frigidus",rod-shaped
133822,,"KCTC 23674, JCM 17841, DCY 57",1,"Hymenobacter ginsengisoli",rod-shaped
140598,P5086,"LMG 29440, CCM 8648",1,"Hymenobacter glacialis",rod-shaped
133140,B1909,"JCM 30596, CGMCC 1.12990",1,"Hymenobacter glacieicola",rod-shaped
158673,ANT-18,"BCRC 80966, LMG 29477, KCTC 52166",1,"Hymenobacter gummosus",rod-shaped
166198,P6312,"CCM 8763, LMG 30612",1,"Hymenobacter humicola",rod-shaped
134030,GYR3077,"KACC 16451, JCM 17924",1,"Hymenobacter koreensis",rod-shaped
140597,P3150,"LMG 29435, CCM 8643",1,"Hymenobacter lapidarius",rod-shaped
164559,KIGAM108,"JCM 33444, KCTC 72263",1,"Hymenobacter lutimineralis",rod-shaped
140836,KJ035,"KCTC 42854, CECT 9069",1,"Hymenobacter marinus",rod-shaped
164337,9PBR-2,"JCM 32699, GDMCC 1.1492",1,"Hymenobacter metallilatus",rod-shaped
140922,XF-6R,"KCTC 42733, CCTCC AB 2015206",1,"Hymenobacter monticola",rod-shaped
131501,,"DSM 28041, KCTC 32567, YIM 77969, JCM 19647",1,"Hymenobacter mucosus",rod-shaped
133201,P3,"DSM 101755, NBRC 111535",1,"Hymenobacter nivis",rod-shaped
140680,LYH-12,"BCRC 80919, LMG 29171, KCTC 42898",1,"Hymenobacter pallidus",rod-shaped
140889,KBP-30,"LMG 27293, KCTC 32237, KCTC 52533",1,"Hymenobacter paludis",rod-shaped
159862,S12-2-1,"KCTC 52730, JCM 32198",1,"Hymenobacter pedocola",rod-shaped
158732,M2,"CCTCC AB 2017185, KCTC 62120",1,"Hymenobacter profundi",rod-shaped
3804,Tibet-IIU11,"DSM 18569, CGMCC 1.6365",1,"Hymenobacter psychrotolerans",rod-shaped
158705,TAPP3,"BCRC 80979, LMG 29559, KCTC 52236",1,"Hymenobacter rivuli",rod-shaped
158615,NY03-3-30,"CCTCC AB 2017095, KCTC 62163, CCM 8852",1,"Hymenobacter rubripertinctus",rod-shaped
159745,S1-2-2-6,"KCTC 52736, JCM 32196",1,"Hymenobacter rufus",rod-shaped
166359,BT18,"KCTC 62610, NBRC 114380",1,"Hymenobacter russus",rod-shaped
133390,K2-33028,"CCTCC AB 2016091, KCTC 52447",1,"Hymenobacter rutilus",rod-shaped
134031,GSR0100,"KACC 16452, JCM 17923",1,"Hymenobacter saemangeumensis",rod-shaped
133364,16F7G,"KCTC 52197, JCM 31655",1,"Hymenobacter seoulensis",rod-shaped
134203,PB17,"KCTC 12607, LMG 24240, UCCCB21",1,"Hymenobacter soli",rod-shaped
140561,POB6,"KCTC 52271, JCM 31659",1,"Hymenobacter tenuis",rod-shaped
134255,X2-1g,"CCTCC AB 206080, IAM 15452, JCM 23206, BCRC 80947, CIP 109772",1,"Hymenobacter xinjiangensis",rod-shaped
159821,2ED5,"CGMCC 1.16466, JCM 32612",1,"Hyphobacterium indicum",rod-shaped
140468,WM6,"MCCC 1K03222, KCTC 52487",1,"Hyphobacterium vulgare",rod-shaped
140765,HSF6,"MCCC 1K03223, KCTC 52486, DSM 109355",1,"Hyphococcus flavus",coccus-shaped
,,,,,rod-shaped
133956,NL23,"ATCC BAA 2476, LMG 27277",1,"Hyphomicrobium nitrativorans",rod-shaped
5739,CNU-004,"DSM 21035, KCTC 22242, CNU 004",1,"Hyunsoonleella jejuensis",rod-shaped
133333,FA042,"KCTC 42398, MCCC 1H00110",1,"Hyunsoonleella rubra",rod-shaped
17737,F12,"DSM 19957, KCTC 19879, NBRC 102561",1,"Iamia majanohamensis",rod-shaped
141119,JBKA-6,"ATCC BAA 2465, JCM 18228",1,"Ichthyobacterium seriolicida",rod-shaped
17955,1a22,"DSM 21438, JCM 15503",1,"Ideonella azotifigens",rod-shaped
141120,KBP-31,"BCRC 80524, KCTC 32238",1,"Ideonella paludis",rod-shaped
140803,201-F6,"NBRC 110686, TISTR 2288, DSM 112585",1,"Ideonella sakaiensis",rod-shaped
6231,F23,"DSM 16139",1,"Idiomarina fontislapidosi",rod-shaped
133925,SW104,"CGMCC 1.10824, JCM 18138",1,"Idiomarina indica",rod-shaped
166504,ZQ330,"MCCC 1K03495, KCTC 62455",1,"Idiomarina mangrovi",rod-shaped
6232,R22,"DSM 16140",1,"Idiomarina ramblicola",rod-shaped
133294,CC-PW-9,"JCM 19757, BCRC 80745",1,"Idiomarina tyrosinivorans",vibrio-shaped
159851,UAE-HKU57,"CCOS 1165, NBRC 113042",1,"Ignatzschineria cameli",rod-shaped
17819,Mat9-16,"DSM 19864, NBRC 101810, JCM 16511",1,"Ignavibacterium album",rod-shaped
235,1607-97,"DSM 15695, ATCC 700630, CCUG 37658, CIP 105896",1,"Ignavigranum ruoffiae",coccus-shaped
4191,"KIN4/1, KIN4/I","DSM 18386, JCM 14125",1,"Ignicoccus hospitalis",coccus-shaped
4189,,"DSM 13165, ATCC 700957, Kol 8",1,"Ignicoccus islandicus",coccus-shaped
4190,"LPC 33","DSM 13166, ATCC 700958",1,"Ignicoccus pacificus",coccus-shaped
4192,"AQ1.S1, TG 866","DSM 17230, JCM 13409",1,"Ignisphaera aggregans",coccus-shaped
140269,NYU-BL-A3,"DSM 103668, ATCC TSD-63",1,"Ileibacterium valens",rod-shaped
133934,YM16-304,"NBRC 103263, KCTC 29153",1,"Ilumatobacter coccineus",rod-shaped
133933,YM16-303,"NBRC 29153, KCTC 29139",1,"Ilumatobacter nonamiensis",rod-shaped
2473,JA132,"DSM 18805, ATCC BAA 1362, JCM 14149, MTCC 8120",1,"Imhoffiella bheemlica",coccus-shaped
133093,TR3.2,"DSM 103040, ATCC TSD-58",1,"Immundisolibacter cernigliae",oval-shaped
134040,P4,"CICC 10659, KCTC 32399, DSM 104961",0,"Imperialibacter roseus",rod-shaped
5746,K1,"DSM 24931, JCM 17677, MTCC 11055",1,"Imtechella halotolerans",rod-shaped
133554,LW1,"KCTC 22604, CCUG 57479",1,"Indibacter alkaliphilus",rod-shaped
164124,S5-TSA-19,"JCM 31737, KCTC 33871, MTCC 12608",1,"Indiicoccus explosivorum",coccus-shaped
158434,,"DSM 105146, CGMCC 1.15812, SCSIO 08040",1,"Indioceanicola profundi",spiral-shaped
,,,,,vibrio-shaped
166144,CCP-18,"BCRC 81120, LMG 30595, KCTC 62511",1,"Inhella crocodyli",rod-shaped
23449,TNR-25,"DSM 27144, BCRC 80211, LMG 25721",1,"Inhella fonticola",rod-shaped
132414,S2479,"DSM 100275, VKM B-2962",1,"Inmirania thermothiophila",rod-shaped
13942,,"DSM 25189, KCTC 12574, LMG 23638, Gsoil 080",1,"Inquilinus ginsengisoli",rod-shaped
24772,SRB-521-5-l,"DSM 26588, CCUG 63529, KCTC 15744, JCM 32124",1,"Intestinimonas butyriciproducens",rod-shaped
132373,,"DSM 29621, MCCC 1K00454, NBRC 110749, MUSC 78",1,"Intrasporangium flavum",rod-shaped
6245,KV-657,"DSM 22331, JCM 15924, NBRC 101802, NRRL B-24470",1,"Intrasporangium oryzae",rod-shaped
133277,C-3,"JCM 17843, LMG 28660",1,"Iodidimonas muriae",rod-shaped
130823,M4-16,"DSM 100243, CIP 110311, MTCC 11351, CCUG 62945, CIP 1103011",1,"Iodobacter arcticus",rod-shaped
164502,H11R3,"JCM 33283, KCTC 62666",1,"Iodobacter ciconiae",rod-shaped
132145,E1,"DSM 103822, CCTCC AB 2010224, NRRL B-59456",1,"Iodobacter limnosediminis",rod-shaped
131522,2PG-426-CC-4.2,"DSM 28593, KCTC 28593",1,"Irregularibacter muris",rod-shaped
132577,AP-38,"DSM 101603, LMG 29223, CCM 8653, JCM 31758",1,"Isoptericola cucumis",rod-shaped
12585,,"DSM 16849, CIP 108902, HKI 0342, NBRC 104396, NCIMB 14033, JCM 15589, JCM 14325",1,"Isoptericola hypogeus",rod-shaped
12586,CLG,"DSM 21863, CCTCC AB 208287, JCM 17812",1,"Isoptericola jiangsuensis",rod-shaped
12587,H17,"DSM 24300, CCTCC AB 2011005, JCM 19549",1,"Isoptericola nanjingensis",ovoid-shaped
132465,N6PO6,"DSM 29293, LMG 28430",1,"Izhakiella capsodis",rod-shaped
6265,H2.16B,"DSM 18333, CCUG 49715, CIP 108728, JCM 14734, IAM 15369, JCM 21813, NBRC 107843, NCIMB 14557",1,"Janibacter anophelis",coccus-shaped
24109,HR08-44,"DSM 26154, NBRC 107693",1,"Janibacter cremeus",ovoid-shaped
6263,CM2104,"CCUG 54528, CIP 108643, DSM 16063, JCM 12321, KCTC 9987, NBRC 107855",1,"Janibacter melonis",coccus-shaped
24489,GSW-M26,"DSM 28248, CCUG 60899, KCTC 23555, KCTC 23555T",1,"Jannaschia aquimarina",ovoid-shaped
158617,JSSK-16,"KACC 19436, KCTC 62137, NBRC 113018",1,"Jannaschia confluentis",ovoid-shaped
,,,,,rod-shaped
133693,CFPB-A9T,"LMG 22015, NBRC 100362",1,"Jannaschia cystaugens",rod-shaped
13666,5SM22,"DSM 16310, CECT 5294, DSM 14426, CCUG 49437",0,"Jannaschia cystaugens",rod-shaped
131163,DSW-17,"DSM 102233, JCM 14563, KCTC 12862, CECT 7802, CIP 109732",1,"Jannaschia donghaensis",rod-shaped
166522,12N15,"MCCC 1H00325, KCTC 62582",1,"Jannaschia formosa",rod-shaped
13667,H1-M8,"DSM 19073, KACC 11609",1,"Jannaschia pohangensis",rod-shaped
13664,4SM3,"DSM 16279, CECT 5088, DSM 14425, CCUG 49434",1,"Jannaschia rubra",rod-shaped
13668,SMK-146,"DSM 25227, CCUG 55326, KCTC 22172",1,"Jannaschia seohaensis",rod-shaped
132846,CL-SP26,"DSM 104837, JCM 13035, KCCM 42114, CECT 7799, CIP 109167",1,"Jannaschia seosinensis",rod-shaped
23030,S9-650,"DSM 45627, KACC 16232",1,"Jatrophihabitans endophyticus",rod-shaped
132631,I13A-01604,"DSM 46866, CPCC 204076, NBRC 110718",1,"Jatrophihabitans huperziae",rod-shaped
158645,N237,"KCTC 39922, NRRL B-65477",1,"Jatrophihabitans telluris",rod-shaped
166138,KSNA2,"KCTC 72234, CCTCC AB 2019098",1,"Jejubacter calystegiae",rod-shaped
156646,SSK1-1,"CCUG 63830, KCTC 32325",1,"Jejudonia soesokkakensis",rod-shaped
5728,EM39,"DSM 21165, KCTC 22298",1,"Jejuia pallidilutea",rod-shaped
24800,Jchi,"DSM 28058, BCRC 80367, KCTC 23701",1,"Jeongeupia chitinilytica",rod-shaped
10529,BIO-TAS4-2,"DSM 24253, CCUG 57610, KCTC 22633",1,"Jeongeupia naejangsanensis",rod-shaped
140572,1805-02,"CCUG 69147, CECT 9157",1,"Jeotgalibaca arthritidis",coccus-shaped
140571,1804-02,"CECT 9156, CCUG 69148",1,"Jeotgalibaca porci",coccus-shaped
1511,YKJ-13,"DSM 18867, CIP 107405, JCM 10872, KCCM 80002, CCM 7134, KCTC 13914",1,"Jeotgalibacillus alimentarius",rod-shaped
133266,JC303,"KCTC 33662, LMG 28756",1,"Jeotgalibacillus alkaliphilus",rod-shaped
1512,SF-57,"DSM 18983, CIP 108511, JCM 11810, KCCM 41644",1,"Jeotgalibacillus campisalis",rod-shaped
159771,22-7,"MCCC 1H00228, KCTC 33930",1,"Jeotgalibacillus proteolyticus",rod-shaped
1513,ASL-1,"DSM 23492, CCUG 56751, KCTC 13257, ASL -1",1,"Jeotgalibacillus salarius",rod-shaped
1514,P9,"DSM 23228, LMG 25523",1,"Jeotgalibacillus soli",rod-shaped
130206,,"DSM 22174, KCTC 13528, JSM 081008",1,"Jeotgalibacillus terrae",rod-shaped
14415,MPA-33,"DSM 22420, CCM 7679, CCUG 57953, MPA 33",1,"Jeotgalicoccus aerolatus",coccus-shaped
14416,"MK-7, MK7","DSM 22419, CCM 7682, CCUG 57956",1,"Jeotgalicoccus coquinae",coccus-shaped
14414,NY-2,"DSM 23851, CCTCC AB 208288, JCM 15687",1,"Jeotgalicoccus huakuii",coccus-shaped
14413,,"DSM 19772, CCTCC AA 207028, KCTC 13189, JSM 076033",1,"Jeotgalicoccus marinus",coccus-shaped
14417,,"DSM 23006, KCTC 13714, JSM 077023",1,"Jeotgalicoccus nanhaiensis",coccus-shaped
14410,,"DSM 17030, CCUG 42722, CIP 107946",1,"Jeotgalicoccus pinnipedialis",coccus-shaped
132617,140805-STR-02,"DSM 102815, CCM 8667, LMG 29445",1,"Jeotgalicoccus schoeneichii",coccus-shaped
17821,,"DSM 44835, CCTCC AA 204001, KCTC 19044, YIM 002, JCM 13367, BCRC 16824, CIP 108735, NCIMB 14350",1,"Jiangella gansuensis",rod-shaped
17825,15-Je-017,"DSM 45357, CCM 7680, CCUG 57954, JCM 17970",1,"Jiangella muralis",rod-shaped
158485,NEAU-YY265,"DSM 106774, CGMCC 4.7475, JCM 32551",1,"Jiangella rhizosphaerae",rod-shaped
140837,JN14-9,"MCCC 1A00733, KCTC 42153",1,"Jiulongibacter sediminis",rod-shaped
6315,QH3A7,"DSM 15701, CGMCC 1.3459, CIP 108595, JCM 13009",1,"Jonesia quinghaiensis",rod-shaped
10620,NP8-5,"DSM 45133, CIP 110031, KCTC 19360, JCM 16948",1,"Jongsikchunia kroppenstedtii",rod-shaped
17784,,"DSM 22815, CCUG 53819, CIP 109408, ADV 126, AIP 136.05",1,"Jonquetella anthropi",rod-shaped
5732,EN5,"DSM 19592, CGMCC 1.6973, KCTC 12518",1,"Joostella marina",rod-shaped
