"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Ability of spore formation"
14280,SW150,"DSM 16222, KCTC 12231, CIP 108792",1,"Novosphingopyxis baekryungensis",0
134324,TDMA-5,"NBRC 102579, CCUG 54348",1,"Nubsella zeaxanthinifaciens",0
132351,277,"DSM 25168, LMG 26948",1,"Occallatibacter riparius",0
132353,A2-1c,"DSM 25170, LMG 26946",1,"Occallatibacter savannae",0
24525,CLW,"DSM 24423, CGMCC 1.10808, LMG 26245, MCCC 1A06272",0,"Oceanicella actignis",0
13685,,"DSM 15982, HTCC 2516",1,"Oceanicola granulosus",0
4160,E-2,"DSM 18311, JCM 14040",1,"Oceanidesulfovibrio marinus",0
23862,NH-JN4,"DSM 26274, CCTCC AB 2013103, JCM 18501, KCTC 15322",1,"Oceanirhabdus sediminicola",1
11295,L+SNo03319806,"DSM 19503, LMG 24225",1,"Oceaniserpentilla haliotis",0
292,BL1,"DSM 17589, KCTC 12522",1,"Oceanisphaera donghaensis",0
14319,R1,"DSM 2029, ATCC 27000",1,"Oceanispirochaeta litoralis",0
132549,,"DSM 101867, CIP 110951, NCIMB 703044, AVG 2115",1,"Oceanivirga salmonicida",0
1377,S-11,"DSM 21910, CCUG 53534, CIP 109363, KCTC 13061",1,"Oceanobacillus caeni",1
1375,"T3944 D","DSM 18262, CIP 109536, KCTC 13626, LMG 23627",1,"Oceanobacillus chironomi",1
133918,,"KCTC 33035, CCUG 62987, CAU 1051",1,"Oceanobacillus chungangensis",1
132449,J8B,"DSM 23996, IBRC-M 10444",1,"Oceanobacillus halophilus",1
166101,,"CGMCC 1.17002, KCTC 43140, YIM 98839",1,"Oceanobacillus halotolerans",1
23737,A21,"DSM 28042, JCM 17251, NCIMB 14685, BCRC 80660",1,"Oceanobacillus indicireducens",1
1378,SSK2-2,"DSM 23158, KCTC 13177, PCU 300, TISTR 1858",1,"Oceanobacillus kapialis",1
23736,CHL-21,"DSM 27649, CCUG 56608, KCTC 13253",1,"Oceanobacillus locisalsi",1
133157,T9B,"IBRC-M 10703, LMG 29250",1,"Oceanobacillus longus",1
1380,A1g,"DSM 24772, CGMCC 1.7693, JCM 15776, BCRC 80658, KCTC 13886",1,"Oceanobacillus neutriphilus",1
134115,R-2,"JCM 12661, NCIMB 14022, BCRC 17790, CGMCC 1.8877, CIP 108867",1,"Oceanobacillus oncorhynchi",1
1374,20AG,"DSM 16557, ATCC BAA 954, CIP 109235",1,"Oceanobacillus oncorhynchi subsp. incaldanensis",0
1373,mccs2171,"DSM 14867, LMG 19492, CCUG 54775, KCTC 3821",1,"Oceanobacillus picturae",1
164402,YLB-02,"JCM 32870, MCCC 1A12699",1,"Oceanobacillus piezotolerans",1
133964,SA9,"JCM 17252, NCIMB 14684, DSM 107338, BCRC 80661",1,"Oceanobacillus polygoni",1
1376,CL-MP28,"DSM 18246, CIP 109535, KCCM 42318, KCTC 13625",1,"Oceanobacillus profundus",1
18136,OCT74,"DSM 24906, JCM 15580, LMG 24865",1,"Oceanotoga teriensis",0
1890,,"DSM 19778, CECT 7172, CIP 109590, LMG 22713, CCUG 54646, ESC 1",1,"Brucella cytisi",0
166136,BO-7,"KACC 19676, LMG 30809",1,"Ochrobactrum soli",0
158523,RA1-3,"KCTC 42605, CECT 8868",1,"Octadecabacter ascidiaceicola",0
133178,HDSW-34,"KCTC 52250, NBRC 112296, DSM 107946",1,"Octadecabacter ponticola",0
134112,B106,"ATCC PTA-3625, CNCM I-3225",1,"Odoribacter denticanis",0
133086,"SM 30","DSM 102969, NBRC 111955",1,"Oharaeibacter diazotrophicus",0
4150,AL1,"DSM 16109, NCIMB 13491",1,"Oleidesulfovibrio alaskensis",0
159703,NVT,"ATCC BAA 2697, DSM 29249",1,"Oleiharenicola alkalitolerans",0
355,MC213,"DSM 7531, ATCC 17960, CCUG 13463, LMG 5303, CDC 7603, JCM 20913, CCUG 37823, CIP 103116, IAM 13553, IFO 14589, LMG 1015, NBRC 14589, NCTC 12964",1,"Oligella urethralis",0
23458,8KG-4,"DSM 24202, JCM 17152, CGMCC 1.5160, KCTC 15378",1,"Oligosphaera ethanolica",0
14138,DC-186,"DSM 18733, CCUG 54353, LMG 23837, CIP 109620",1,"Olivibacter domesticus",0
134299,,"KCTC 12646, LMG 23491, Gsoil 060",1,"Olivibacter ginsengisoli",0
133862,14-2A,"KCTC 23098, CCTCC AB 2010105",1,"Olivibacter jilunii",0
14091,AW-6,"DSM 17696, CECT 7133",1,"Olivibacter sitiensis",0
134298,M1-03,"KCTC 12645, LMG 23492, Gsoil 034",1,"Olivibacter soli",0
134297,,"KCTC 12644, LMG 23494, Jip 13",1,"Olivibacter terrae",0
5727,L-4,"DSM 24464, CCUG 58074, KCTC 22661",1,"Olleya aquimaris",0
5726,,"DSM 25196, ACAM 1065, CIP 108537, CAM 030",1,"Olleya marilimosa",0
3062,lac31,"DSM 22620, CCUG 58604, JCM 16156, KCTC 15140",1,"Olsenella umbonata",0
24116,"ACB7, HM-482","DSM 24638, ATCC BAA 2639, KCTC 15511",1,"Oribacterium asaccharolyticum",0
24115,"ACB1, HM-481","DSM 24637, ATCC BAA 2638, KCTC 15512",1,"Oribacterium parvum",0
6360,,"DSM 17245, CCUG 48084, CIP 107991, AIP 354-02",1,"Oribacterium sinus",0
506,P3M-1,"DSM 23815, VKM B-2669",1,"Ornatilinea apprima",0
1381,,"DSM 15681, CCM 7096, WSBC 24001",1,"Ornithinibacillus bavariensis",1
1382,MB-9,"DSM 16628, CCM 7237",1,"Ornithinibacillus californiensis",1
166377,L9,"KCTC 43176, CGMCC 1.17659",1,"Ornithinibacillus caprae",1
1383,,"DSM 22953, CCUG 53201",1,"Ornithinibacillus contaminans",1
166211,LJ137,"CGMCC 1.13678, NBRC 113552",1,"Ornithinibacillus gellani",1
23739,G8B,"DSM 27695, IBRC-M 10683, KCTC 13822",1,"Ornithinibacillus halophilus",1
158695,LCB256,"CGMCC 1.15809, KCTC 33862",1,"Ornithinibacillus salinisoli",1
6312,HB09001,"DSM 23364, CGMCC 1.10341, JCM 17738",1,"Ornithinibacter aureus",0
158266,,"DSM 26802, KCTC 29164, NBRC 109452, CPCC 203535",1,"Ornithinimicrobium flavum",0
6281,01-Gi-040,"DSM 22056, CCM 7610, JCM 30495",1,"Ornithinimicrobium murale",0
134039,B2,"CGMCC 1.12160, JCM 18464",1,"Ornithinimicrobium tianjinense",0
133851,GH1,"KCTC 15176, NBRC 108824, JCM 18333, DSM 113516",1,"Oscillibacter ruminantium",0
17691,"Sjm 18-20","DSM 18026, NBRC 101213",1,"Oscillibacter valericigenes",0
157756,SK3863,"DSM 105395, KCCM 43236",1,"Ottowia konkukae",0
159829,KADR8-3,"KACC 19325, NBRC 113109",1,"Ottowia oryzae",0
2979,K11,"DSM 14619, JCM 11629",1,"Ottowia thiooxydans",0
3250,,"DSM 17368, JCM 12287, NRRL B-23963, UST 20020801, CIP 108786",1,"Owenweeksia hongkongensis",0
7592,G2-1,"DSM 15232, CCM 4924, JCM 14115, CIP 108435, IAM 15314",1,"Paenarthrobacter nitroguajacolicus",0
133094,KUDC4121,"DSM 24950, KCTC 13870",1,"Paenibacillus aceris",0
,,,,,1
140618,L14,"CGMCC 1.15420, JCM 31170",1,"Paenibacillus aceti",1
11645,CJ25,"DSM 23861, JCM 15521, KACC 13125, KCTC 13753",1,"Paenibacillus aestuarii",1
158574,Q4-3,"CGMCC 1.16134, KCTC 33911, KCTC 43225",1,"Paenibacillus albidus",1
11584,KSL-134,"DSM 17040, CIP 109150, KCTC 3956",1,"Paenibacillus alkaliterrae",1
11575,MH21,"DSM 15890, ATCC BAA 844, CIP 109447, KCTC 13749",1,"Paenibacillus anaericanus",1
134087,20CM,"LMG 22078, CECT 5836",1,"Paenibacillus antarcticus",1
140474,CBM1,"KCTC 33844, JCM 31620",1,"Paenibacillus apis",1
140521,E3,"KCTC 33574, LMG 28417",1,"Paenibacillus arachidis",1
158293,MME2_R6,"DSM 108811, JCM 30981, KCTC 33985, PAMC 28731",1,"Paenibacillus arcticus",1
11599,,"DSM 18201, CIP 109026, JCM 13186, MTCC 6934, GPTSA 11, BCRC 17546, KCTC 13627",1,"Paenibacillus assamensis",1
140714,RC11,"KCTC 33816, LMG 29659, TISTR 2452, JCM 32623",1,"Paenibacillus aurantiacus",1
141156,NF2-4-5,"KACC 18967, LMG 29963, DSM 104138",1,"Paenibacillus azotifigens",1
140850,Back-11,"KCTC 33723, CECT 8890",1,"Paenibacillus baekrokdamisoli",1
11585,BP-23,"DSM 15478, CECT 7022",1,"Paenibacillus barcinonensis",1
11612,SAFN-016,"DSM 22255, ATCC BAA 1209, CIP 109354, NBRC 101215",1,"Paenibacillus barengoltzii",1
132451,"BD 3526, BD3526","DSM 28815, CGMCC 8333",1,"Paenibacillus bovis",1
11634,Ch-32,"DSM 19417, CECT 7279",1,"Paenibacillus castaneae",1
23182,D75,"DSM 24714, CGMCC 1.10784",1,"Paenibacillus catalpae",1
140900,BK114-2,"KCTC 33251, TISTR 2282",1,"Paenibacillus cathormii",1
132384,C4-5,"DSM 100100, KCTC 33652",1,"Paenibacillus cavernae",1
24285,,"DSM 28439, CCM 7759, CCUG 55240, JCM 30496",1,"Paenibacillus chartarius",1
24282,"CUA 9038","DSM 28440, CCUG 59129, KCTC 13717, CAU 9038",1,"Paenibacillus chungangensis",1
11582,B1768,"DSM 16945, CIP 108109, LMG 18439, SSI 068",1,"Paenibacillus cineris",1
132589,LC2-13A,"DSM 101873, NRRL B-65368, UICC B-42",1,"Paenibacillus cisolokensis",1
133429,CKOBP-6,"BCRC 17728, LMG 24216",1,"Paenibacillus contaminans",1
11581,B1718,"DSM 16944, CIP 108110, LMG 18419, SSI 018",1,"Paenibacillus cookii",1
158760,LPB0068,"KACC 18694, JCM 31183",1,"Paenibacillus crassostreae",1
132572,AP-115,"DSM 101601, CCM 8653, LMG 29222, CCM 8655",1,"Paenibacillus cucumis",1
24293,KUDC0114,"DSM 27607, KCTC 33221",1,"Paenibacillus dongdonensis",1
11607,"LGC-32714SD17, SD17","DSM 22254, CIP 108552, KCTC 10016BP, NBRC 100335",1,"Paenibacillus elgii",1
158407,"KUDC 6143, 17A","DSM 106581, KCTC 33853",1,"Paenibacillus elymi",1
134004,PECAE04,"LMG 27297, CECT 8234",1,"Paenibacillus endophyticus",1
132397,SH7,"DSM 29760, CECT 8558",1,"Paenibacillus etheri",1
133092,I12B-01101,"DSM 26048, KCTC 33054, CPCC 100226, CPCC 100226T",1,"Paenibacillus eucommiae",1
11588,GMP01,"DSM 17253, CECT 5760, LMG 20987",1,"Paenibacillus favisporus",1
11643,S4,"DSM 23916, JCM 16417, KACC 14197, KCTC 13693",1,"Paenibacillus filicis",1
166418,DXL2,"KCTC 33976, CCTCC AB 2018054",1,"Paenibacillus flagellatus",1
11625,ZL,"DSM 21315, BCRC 17579, LMG 23577",1,"Paenibacillus fonticola",1
11628,"T 98","DSM 17842, CCBAU 10203, CIP 110608",1,"Paenibacillus forsythiae",1
11603,,"DSM 18677, CIP 109800, KCTC 13059, Gsoil 139",1,"Paenibacillus ginsengarvi",1
11632,,"DSM 21568, JCM 14928, KCTC 13141, DCY 16",1,"Paenibacillus ginsengihumi",1
11648,,"DSM 22343, NCCB 100252, KFC 91",1,"Paenibacillus glacialis",1
11635,"B519, 22.101","DSM 16969, KCTC 3951",1,"Paenibacillus harenae",1
133207,AMTAE16,"LMG 29501, CECT 9124",1,"Paenibacillus hispanicus",1
11608,SG,"DSM 22253, JCM 12520, KCTC 3919",1,"Paenibacillus hodogayensis",1
11616,PC-147,"DSM 18784, CIP 110609, LMG 23886, NBRC 102415",1,"Paenibacillus humicus",1
11647,FeL05,"DSM 22170, ACCC 10718, CGMCC 1.8907, CIP 110610",1,"Paenibacillus hunanensis",1
140475,LAH16,"KCTC 33832, JCM 31621",1,"Paenibacillus intestini",1
140318,SK-3146,"DSM 104139, KACC 18876, LMG 29568",1,"Paenibacillus konkukensis",1
11633,"ABB-ID-KSY9, LBY","DSM 21992, JCM 14798, KCTC 13165, ABB ID-KSY9, CIP 109915",1,"Paenibacillus konsidensis",1
134691,YC300,"CIP 108431, KCTC 2393, KCCM 40903",1,"Paenibacillus koreensis",1
11563,"MB 1871, R-7191","DSM 15596, CIP 108827, LMG 21940",1,"Paenibacillus lactis",1
140459,Agd-32,"BCRC 80902, KCTC 33691, LMG 28836",1,"Paenibacillus lacus",1
140644,LNUB461,"JCM 30712, CGMCC 1.15101",1,"Paenibacillus liaoningensis",1
158601,CJ6,"KACC 19303, JCM 32079",1,"Paenibacillus limicola",1
166183,R-3,"CGMCC 1.16135, KCTC 33912",1,"Paenibacillus luteus",1
166348,12200R-189,"KACC 19916, CCTCC AB 2020027",1,"Paenibacillus lycopersici",1
132390,R55,"DSM 29850, CGMCC 1.15043",1,"Paenibacillus marchantiophytorum",1
11579,2301065,"KCTC 3991, DSM 16942, CCUG 48215, CIP 107939",1,"Paenibacillus massiliensis subsp. massiliensis",1
11615,,"DSM 21345, KCTC 13020, LMG 23405, Gsoil 1411",1,"Paenibacillus massiliensis subsp. panacisoli",1
11609,C/2,"DSM 19248, CCM 4839, LMG 23002",1,"Paenibacillus mendelii",1
159846,RA17,"KCTC 33894, CCTCC AB 2017053",1,"Paenibacillus montanisoli",1
134375,MXC2-2,"KCTC 13036, PCU 281, TISTR 1836",1,"Paenibacillus montaniterrae",1
11598,MC10,"DSM 18200, CCUG 50090, GTC 1835, JCM 12774, CIP 108936, KCTC 3992",1,"Paenibacillus motobuensis",1
11636,MX2-3,"DSM 22867, KCTC 13044, PCU 276, TISTR 1828",1,"Paenibacillus nanensis",1
140932,P5-1,"CGMCC 1.15178, NBRC 111536",1,"Paenibacillus nasutitermitis",1
141157,JJ-59,"DSM 103623, CIP 111179, LMG 29764",1,"Paenibacillus nebraskensis",0
133784,L10,"KACC 16203, JCM 17814",1,"Paenibacillus oceanisediminis",1
164567,,"JCM 33462, KCOM 3021, ChDC PVNT-B20",1,"Paenibacillus oralis",1
133265,1DrF-4,"ACCC 19927, JCM 30486",1,"Paenibacillus oryzae",1
11610,SAFN-007,"DSM 19293, ATCC BAA 1211, NBRC 101214",1,"Paenibacillus pasadenensis",1
24280,RCB-08,"DSM 28340, CECT 7358, KCTC 13222",1,"Paenibacillus pectinilyticus",1
140866,PM10,"LMG 28691, CECT 8827",1,"Paenibacillus periandrae",1
11589,,"DSM 17399, CECT 5862, LMG 22192, PALXIL 04",1,"Paenibacillus phyllosphaerae",1
11644,S23,"DSM 23905, JCM 16419, KACC 14199, KCTC 13695, CGMCC 1.10983",1,"Paenibacillus pinihumi",1
166105,,"KACC 18701, NBRC 111876, ASL 46",1,"Paenibacillus pinistramenti",1
11646,,"DSM 23906, KCTC 13941, LMG 23404, Gsoil 1138",1,"Paenibacillus pocheonensis",1
11649,PW21,"DSM 22405, CECT 7506, LMG 25259",1,"Paenibacillus prosopidis",1
11631,4401170,"DSM 22280, CCUG 53519, CIP 109358",1,"Paenibacillus provencensis",1
11639,b09i-3,"DSM 22870, CECT 7360, KCTC 13223",1,"Paenibacillus pueri",1
24283,,"DSM 27603, CCUG 59189, KCTC 13718, CAU 9324",1,"Paenibacillus puldeungensis",1
133371,TEGT-2,"CCTCC AB 2015258, KCTC 33806",1,"Paenibacillus qinlingensis",1
140933,694,"CGMCC 1.15286, DSM 100762",1,"Paenibacillus radicis",1
11651,"MC-246, rec-246","DSM 22072, CCUG 57263",1,"Paenibacillus residui",1
159374,7197,"DSM 103168, CGMCC 1.15699",1,"Paenibacillus rhizophilus",1
133089,JJ-64,"DSM 103963, CCM 8725, LMG 29875",1,"Paenibacillus rhizoplanae",1
11587,CECAP06,"DSM 17254, CECT 5831, LMG 21955",1,"Paenibacillus rhizosphaerae",1
166349,14171R-81,"KACC 19915, CCTCC AB 2020026",1,"Paenibacillus rhizovicinus",1
133620,WPCB173,"KCTC 13282, JCM 16352, LMG 31321, DSM 25278",1,"Paenibacillus rigui",1
11620,T27,"DSM 17841, CCBAU 10202, CIP 109632, KCTC 13697",1,"Paenibacillus sabinae",1
11578,2301083,"DSM 16941, CCUG 48214, CIP 107938, KCTC 3993",1,"Paenibacillus sanguinis",1
11660,"GT-H3, GTH-3","DSM 23491, CIP 110613, LMG 25635",1,"Paenibacillus sediminis",1
132619,DB13260,"DSM 28014, CGMCC 1.12769",1,"Paenibacillus segetis",1
134374,X13-1,"KCTC 13039, PCU 280",1,"Paenibacillus septentrionalis",1
158769,YYJ7-1,"ACCC 19965, KCTC 33849",1,"Paenibacillus shunpengii",1
134373,S5-3,"KCTC 13038, PCU 279, TISTR 1831",1,"Paenibacillus siamensis",1
132640,LOOC204,"DSM 101953, JCM 30974, MAFF 516319",1,"Paenibacillus silagei",1
133090,"DB 13031","DSM 28013, CGMCC 1.12770",1,"Paenibacillus silvae",1
133264,TEGR-3,"CCTCC AB 2016047, KCTC 33807",1,"Paenibacillus sinopodophylli",1
141158,T16R-228,"KACC 18654, NBRC 111896",1,"Paenibacillus solanacearum",1
133010,FJAT-22460,"DSM 100999, CCTCC AB 2015207",1,"Paenibacillus solani",1
11621,,"DSM 21316, KCTC 13010, LMG 23604, DCY 03",1,"Paenibacillus soli",1
133511,X19-5,"CCBAU 83901, LMG 24727",1,"Paenibacillus sonchi",1
24281,,"DSM 28159, CCGB 1313, CECT 7330, SBR 5",0,"Paenibacillus sonchi",1
11656,S27,"DSM 23020, CGMCC 1.10238, CIP 110614",1,"Paenibacillus sophorae",1
11650,,"DSM 22699, KCTC 13252, KIT 00200-70066-1",1,"Paenibacillus sputi",1
11626,V10537,"DSM 19942, BCRC 17757, CIP 110615",1,"Paenibacillus taichungensis",1
134006,THMBG22,"CGMCC 1.10966, NBRC 108766",1,"Paenibacillus taihuensis",1
11604,,"DSM 18679, IAM 15414, LMG 23799, BCRC 17411, JCM 23198, CIP 109674, KCTC 13628",1,"Paenibacillus taiwanensis",1
11624,SA-7-6,"DSM 19409, CCTCC AB 206108, CIP 110616",1,"Paenibacillus tarimensis",1
134917,PS38,"CIP 110651, KCTC 13946, CGMCC 1.10695",1,"Paenibacillus telluris",1
132363,D33,"DSM 100035, CCTCC AB 2015273, KACC 18491",1,"Paenibacillus terreus",1
11622,A35,"DSM 21567, CCTCC AB 206026, IAM 15291, JCM 21741",1,"Paenibacillus terrigena",1
11637,S3-4A,"DSM 22866, KCTC 13043, PCU 275, TISTR 1827",1,"Paenibacillus thailandensis",1
24287,TC22-2b,"DSM 26310, JCM 18657",1,"Paenibacillus thermoaerophilus",1
11657,B27,"DSM 22342, CGMCC 1.8946, CIP 110617",1,"Paenibacillus tianmuensis",1
11580,2301032,"DSM 16943, CCUG 48216, CIP 108005, KCTC 3995",1,"Paenibacillus timonensis",1
158699,CJ11,"KACC 19304, JCM 32080",1,"Paenibacillus translucens",1
140529,RTAE36,"CECT 9125, LMG 29502",1,"Paenibacillus tritici",1
11640,A10b,"DSM 21291, CIP 110036, NRRL B-51094",1,"Paenibacillus tundrae",1
23180,xj7,"DSM 25190, CGMCC 1.11012, CIP 110618",1,"Paenibacillus typhae",1
11630,5402403,"DSM 22281, CCUG 53521, CIP 109357",1,"Paenibacillus urinalis",1
24286,,"DSM 27954, CCUG 53270, JCM 18268",1,"Paenibacillus vulneris",1
11629,YB-45,"DSM 16971, CIP 110595, KCTC 3953",1,"Paenibacillus woosongensis",1
11601,R-16776,"DSM 18334, CIP 108306, LMG 22176",1,"Paenibacillus wynnii",1
158762,,"IBRCM 10987, LMG 29451, AS 7",1,"Paenibacillus xanthanilyticus",1
830,,"DSM 520, ATCC 27380, CCUG 10978, NRRL NRS-1629",1,"Paenibacillus xerothermodurans",1
11641,B22a,"DSM 21292, CIP 110619, NRRL B-51090",1,"Paenibacillus xylanexedens",1
11586,XIL14,"DSM 17255, CECT 5839, LMG 21957",1,"Paenibacillus xylanilyticus",1
11655,X11-1,"DSM 25299, KCTC 13042, PCU 311, TISTR 1829",1,"Paenibacillus xylanisolvens",1
159377,A59,"DSM 107920, NCIMB 15123",1,"Paenibacillus xylanivorans",1
158816,J-3,"KCTC 33926, CGMCC 1.16455",1,"Paenibacillus yanchengensis",1
11600,"JH 29","DSM 18202, CCBAU 10243, CIP 109595, KCTC 13696",1,"Paenibacillus zanthoxyli",1
166455,3-5-3,"CGMCC 1.13686, KCTC 33998",1,"Paenibacillus zeisoli",1
130928,MJJO609-3-1,"DSM 29974",0,"Paeniclostridium sordellii",1
7610,Lz1y,"DSM 15796, JCM 12166, CIP 108630",1,"Paeniglutamicibacter gangotriensis",0
7609,KGN15,"DSM 15797, CIP 108629, JCM 12165",1,"Paeniglutamicibacter kerguelensis",0
7597,AG31,"DSM 15454, CIP 108593, LMG 21914, JCM 13568, IAM 15315",1,"Paeniglutamicibacter psychrophenolicus",0
11998,N-05,"DSM 21991, JCM 14646, CGMCC 1.6503",1,"Paenisporosarcina antarctica",1
24335,PN2,"DSM 28130, JCM 15114, LMG 23933",1,"Paenisporosarcina indica",1
134267,"SK 55","MTCC 7604, JCM 14041",1,"Paenisporosarcina quisquiliarum",1
22941,Sa-25,"DSM 22336, CCM 7656, CCUG 57736",1,"Paenochrobactrum gallinarii",0
134370,Pi26,"KMM 3858, NRIC 0733, JCM 15115",1,"Paenochrobactrum glaciei",0
13826,B33,"DSM 26347, CECT 7066, LMG 22959",1,"Palleronia marisminoris",0
12496,,"DSM 17365, JCM 13257, CCUG 53888, WB 4",1,"Paludibacter propionicigenes",0
130825,KBP-21,"DSM 29672, BCRC 80514, KCTC 32182, LMG 27230",1,"Paludibacterium paludis",0
10525,5YN8-15,"DSM 18731, KACC 11601",1,"Paludibacterium yongneupense",0
140789,NC1253,"KCTC 15582, DSM 104738",1,"Paludicola psychrotolerans",1
132033,SMBg3,"DSM 102817, CCUG 68698",1,"Paludifilum halophilum",1
159826,ON6,"KACC 19266, JCM 31957",1,"Paludirhabdus pumila",1
159827,ON8,"KACC 19267, JCM 31958",1,"Paludirhabdus telluriireducens",1
132637,"GS 1550","DSM 18138, JCM 31452, KCTC 12658, Gsoil 1550",1,"Panacibacter ginsenosidivorans",0
2059,,"DSM 16535, CCM 4976, CCUG 38412, CIP 106627, LMG 16407",1,"Pandoraea apista",0
2056,"R2, UBM 101","DSM 11628, CCUG 39188, LMG 18379, CIP 39188, JCM 10565, ATCC BAA 65, CIP 105463",1,"Pandoraea norimbergensis",0
2060,,"DSM 16536, CCM 4978, CCUG 38742, CIP 106626, LMG 18087",1,"Pandoraea pnomenusa",0
2058,"FC 330","DSM 16583, CCM 4979, CCUG 38759, CIP 106625, LMG 18106",1,"Pandoraea pulmonicola",0
2057,,"ATCC BAA 64, DSM 21091, CCUG 45026, CIP 107268, LMG 18819, NCTC 13161",1,"Pandoraea sputorum",0
13692,C6/19,"DSM 14782, NCAIM B02025, CCUG 54624",1,"Pannonibacter phragmitetus",0
13690,C6/8,"DSM 14780, NCAIM B02027",0,"Pannonibacter phragmitetus",0
13691,C6/17,"DSM 14781, NCAIM B02026",0,"Pannonibacter phragmitetus",0
5017,BD390,"DSM 25133, LMG 24248",1,"Pantoea allii",0
5008,"BD 871","DSM 23080, LMG 2558, NCPPB 1682",1,"Pantoea anthophila",0
5009,"BD 767, R-31523","DSM 23079, BCC 109, LMG 24200",1,"Pantoea deleyi",0
5010,"BD 769, R-25678","DSM 23077, BCC 076, LMG 24197",1,"Pantoea eucalypti",0
23003,"BD 943","DSM 26611, LMG 26273, BCC 571",1,"Pantoea rodasii",0
5011,"BD 765, R-21566","DSM 23078, BCC 105, LMG 24199",1,"Pantoea vagans",0
23005,"BD 946","DSM 26586, BCC 682, LMG 26277",1,"Pantoea wallisii",0
12502,NS31-3,"DSM 24967, JCM 17797",1,"Parabacteroides chartae",0
24336,ST166,"DSM 29073, CCUG 62154, JCM 17104",1,"Parabacteroides chinchillae",0
12501,MS-1,"DSM 23371, CCUG 57478, JCM 15724, KCTC 15149",1,"Parabacteroides gordonii",0
12498,M-165,"DSM 18315, CIP 109537, JCM 13406, CCUG 54943",1,"Parabacteroides johnsonii",0
133586,SA33,"NBRC 101816, VTCC D6-6",1,"Paraburkholderia acidipaludis",0
158593,NF2-5-3,"KACC 18968, LMG 29961",1,"Paraburkholderia azotifigens",0
1980,1S18,"DSM 23487, CCUG 52993, LMG 23644",1,"Paraburkholderia bryophila",0
133179,CF1,"LMG 28690, CGMCC 1.15103",1,"Paraburkholderia caffeinilytica",0
158824,HM451,"GDMCC 1.1190, LMG 30092",1,"Paraburkholderia caseinilytica",0
130228,NKMU-JPY461,"DSM 29787, BCRC 80259, JPY 461, KCTC 23308, LMG 26031",1,"Paraburkholderia diazotrophica",0
166508,DHOA04,"KCTC 42627, LMG 28839",1,"Paraburkholderia dinghuensis",0
133562,SA41,"NBRC 101817",1,"Paraburkholderia heleia",0
1979,A3,"DSM 23488, CCUG 53006, LMG 23650",1,"Paraburkholderia megapolitana",0
1972,PAS44,"DSM 21841, BCRC 17516, CCUG 54296, LMG 23256",1,"Paraburkholderia mimosarum",0
1978,,"DSM 21604, BCRC 17575, LMG 23741, CCUG 54299, BR Br3437, BR 3437",1,"Paraburkholderia nodosa",0
1991,OX-01,"DSM 22550, LMG 26376, NBRC 105797",1,"Paraburkholderia oxyphila",0
166419,7QSK02,"GDMCC 1.1283, CGMCC 1.15470, KCTC 62473",1,"Paraburkholderia phosphatilytica",0
1988,,"DSM 23623, BCRC 17587, LMG 24235, CCUG 58093, BR Br3407, BR 3407",1,"Paraburkholderia sabiae",0
1973,SRMrh-20,"DSM 21840, ATCC BAA 1244, CCUG 54297, LMG 23149",1,"Paraburkholderia silvatlantica",0
1968,KMY02,"DSM 17804, KCTC 12388, NBRC 100964, CCUG 54786",1,"Paraburkholderia terrae",0
1944,PPe8,"DSM 15359, ATCC BAA 831, BR 11366, LMG 21772, LMG 22274, CCUG 54298, LMG 21393",1,"Paraburkholderia tropica",0
1961,MTI-641,"DSM 17197, ATCC BAA 744, CIP 107921",1,"Paraburkholderia unamae",1
1965,LB400,"DSM 17367, CCUG 46959, CIP 108558, LMG 21463, NRRL B-18064",1,"Paraburkholderia xenovorans",0
166259,24,"CCTCC AB 2018057, KACC 19692",1,"Paracandidimonas caeni",0
140306,IMT-305,"DSM 100048, CCM 8599, CIP 110902, LMG 28740",1,"Paracandidimonas soli",0
140901,JC272,"KCTC 15476, LMG 28745",1,"Paraclostridium benzoelyticum",1
140628,SCU-M53,"KCTC 42932, CGMCC 1.15419",1,"Paracoccus acridae",0
140807,GHD-30,"KCTC 52214, NBRC 111993",1,"Paracoccus aestuariivivens",0
158707,LB2,"KCTC 62138, NBRC 113023",1,"Paracoccus alimentarius",0
141078,0511ARD5E5,"LMG 27962, CECT 8482",1,"Paracoccus cavernae",0
133454,KS-11,"CGMCC 1.7655, NBRC 104937",1,"Paracoccus chinensis",0
133282,"WPAn02, RKI16-01929","RKI 16-01929, LMG 29738, CCM 8701, CIP 111112",1,"Paracoccus contaminans",0
133625,22-May,"KCTC 22803, CCUG 58401",1,"Paracoccus fistulariae",0
159700,MVW-1,"BCRC 80974, LMG 29554, KCTC 52239",1,"Paracoccus fontiphilus",0
166511,M1-83,"LMG 30633, CIP 111624, CCM 8857",1,"Paracoccus haematequi",0
134094,LMGP-21903,"KCCM 10460, BC 74171",1,"Paracoccus haeundaensis",0
134285,HN-182,"CGMCC 1.6117, JCM 14014",1,"Paracoccus halophilus",0
133889,FLN-7,"KACC 16242, ACCC 05690",1,"Paracoccus huijuniae",0
134117,Ch05,"KCTC 12238, IAM 15216, JCM 21670, NBRC 102292",1,"Paracoccus koreensis",0
