"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Cell width"
24068,CG-1,"DSM 25473, CECT 7984, IBRC-M 10656, JCM 17958",1,"Natronococcus roseus",1.5
5898,"8.8.11, CSW8.8.11","DSM 18674, CECT 7526, JCM 14361",1,"Natronomonas moolapensis",1.2
134191,7-3,"CGMCC 1.4299, JCM 13488",1,"Natronorubrum aibiense",0.8-1
133563,CG-6,"CECT 7487, CGMCC 1.8981, JCM 15982",1,"Natronorubrum sediminis",0.8-1
140700,BSker1,"JCM 31341, UNIQUEM U1008, UNIQEM U1008",1,"Natronospira proteinivora",0.35-0.4
140782,BSker2,"JCM 31342, UNIQEM U1009",1,"Natronotalea proteinilytica",0.5
17656,JW/NM-WN-LH1,"DSM 18770, ATCC BAA 1444",1,"Natronovirga wadinatrunensis",0.35
140343,AFT2,"DSM 103164, CCTCC AB 2015428, JCM 33579",1,"Naumannella cuiyingiana",0.3-0.7
12674,"WS 4616","DSM 24323, LMG 26184, JCM 30997",1,"Naumannella halotolerans",1.15
140289,,"DSM 101717, NBRC 111773, CPCC 204135",1,"Naumannella huperziae",0.4-0.6
10431,PH1209,"DSM 21157, JCM 15390",1,"Nautilia abyssi",0.4
133549,MB-1,"DSM 22087, JCM 15746",1,"Nautilia nitratireducens",0.4
10430,AmH,"DSM 18972, ATCC BAA 1463",1,"Nautilia profundicola",0.3
17206,,"DSM 21255, CCUG 56017, CIP 109806, ADV 07/08/06-B-1388, AIP 149.07",1,"Negativicoccus succinicivorans",0.4
24762,J221,"DSM 28678, CGMCC 1.10130, NRRL B-51319",1,"Neiella marina",0.5
140279,KH1503,"DSM 103136, ATCC TSD-57",1,"Neisseria arctica",0.5
132625,AP2031,"DSM 101846, CCUG 68283, LMG 29261",1,"Neisseria musculi",0.4
23151,6332,"DSM 25276, LMG 26725",1,"Neisseria oralis",0.5
10496,"871, WC 08-871","CCUG 59856, DSM 22246, CIP 109933",1,"Neisseria shayeganii",1.25
10498,"9715, WC 05-9715","CCUG 59855, DSM 22247, CIP 109934",1,"Neisseria wadsworthii",1.55
132382,Ap-6,"DSM 101566, CCM 8651, CIP 110974",1,"Neobacillus cucumis",1
1251,,"DSM 18237, LMG 17489, NCIMB 13771, Rcp Sm1, JCM 21708, CIP 106910, IAM 15257, KCTC 13885, KCTC 3851, LMG 19448, NBRC 102428",1,"Neobacillus fumarioli",0.5-0.8
23709,,"DSM 27594, JCM 17335, KCTC 13945, DCY 53",1,"Neobacillus ginsengisoli",1.2
140352,SYP-B691,"DSM 29196, JCM 30743",1,"Neobacillus notoginsengisoli",0.4-0.7
164404,YLB-04,"JCM 32872, MCCC 1A12711",1,"Neobacillus piezotolerans",0.3-0.6
13638,,"DSM 21826, CCBAU 01393, HAMBI 3051, LMG 24763",1,"Neorhizobium alkalisoli",0.4
166100,24NR,"ACCC 61588, JCM 33731",1,"Neorhizobium lilium",0.3-0.5
13640,,"DSM 25378, CCBAU 05176, LMG 25447, HAMBI 3039",1,"Neorhizobium vignae",0.6
158718,S27-2,"KCTC 52335, MCCC 1A02149",1,"Neptunicella marina",0.5-1
158806,,"CCTCC AB 2015430, KCTC 42985, NBRC 111872, MCCC 1K03518, CY 02",1,"Neptunicoccus sediminis",0.5-1.6
134208,,"CECT 7075, CCUG 52065, MED 92",1,"Neptuniibacter caesariensis",0.65
133696,antisso-13,"LMG 25378, BCRC 80079",1,"Neptuniibacter halophilus",0.3
11283,S3-22,"DSM 22306, CCTCC AB 209086, KACC 14056",1,"Neptunomonas antarctica",0.6-1
133788,LHW37,"KACC 15543, JCM 17730, BCRC 81037",1,"Neptunomonas concharum",0.55
11282,,"DSM 18939, JCM 14595, JAMM 0745",1,"Neptunomonas japonica",0.9
133855,P10-2-4,"CGMCC 1.10971, KCTC 23686",1,"Neptunomonas qingdaonensis",0.75
13682,2SM4,"DSM 16309, CCUG 49433, CECT 5292, CIP 108404",1,"Nereida ignava",0.25
7768,20,"DSM 17733, CCUG 48939, CIP 109276, JCM 14309",1,"Nesterenkonia aethiopica",0.7
7771,,"DSM 19423, CCTCC AB 207011, JCM 16549, CAAS 252, NBRC 107629",1,"Nesterenkonia alba",0.5
140586,10C,"LMG 29100, KCTC 39636, CGMCC 1.15388",1,"Nesterenkonia cremea",0.5-0.6
7770,,"DSM 19422, CCTCC AB 207010, JCM 14814, CCUG 58060, CAAS 251, NBRC 107628",1,"Nesterenkonia flava",0.6-0.8
140783,BV-35,"NCAIM B 02606, DSM 29786",1,"Nesterenkonia pannonica",0.4-0.6
7773,Sua-BAC020,"DSM 22748, JCM 19557, NCCB 100309",1,"Nesterenkonia suensis",0.475
17661,GR15-1,"DSM 19509, KACC 11703",1,"Nevskia soli",0.5
17662,KIS13-15,"DSM 25747, JCM 15425, KACC 12736",1,"Nevskia terrae",0.5
140513,RP-2,"JCM 30952, KACC 18623",1,"Niabella aquatica",0.4-0.7
17758,R2A15-11,"DSM 17617, CIP 109580, KACC 11698",1,"Niabella aurantiaca",0.8
24735,E90,"CCUG 62505, DSM 25811, CCM 8410, LMG 26954",1,"Niabella drilacis",0.85
133448,GR10-1,"KACC 13021, JCM 15444, NBRC 106414",1,"Niabella ginsengisoli",0.7
133388,THG-DN5.5,"KACC 18857, CCTCC AB 2016086",1,"Niabella hibiscisoli",0.7-0.8
24734,E96,"DSM 25812, CCM 8411, LMG 26956, CCUG 62507",1,"Niabella hirudinis",0.7
140823,R384,"KEMB 9005-329, KACC 18454, JCM 31011",1,"Niabella pedocola",0.5-0.8
17759,JS13-8,"DSM 19437, KACC 12604",1,"Niabella soli",0.6
133520,,"LMG 24661, HAMBI 3031, CCBAU 05354",1,"Niabella yanshanensis",0.5
1209,Fo-92,"DSM 15077, ATCC BAA 519",1,"Niallia nealsonii",1
133253,THG-YS3.2.1,"KCTC 52084, CCTCC AB 2015356",1,"Niastella hibisci",0.61-0.75
17756,GR20-10,"DSM 17620, KACC 11465",1,"Niastella koreensis",0.5-0.5
133537,THYL-44,"CCTCC AB 208238, KCTC 22560",1,"Niastella populi",0.35
140864,DJ57,"KCTC 42474, CCTCC AB 2015052",1,"Niastella vici",0.2-0.5
17757,GR20-13,"DSM 17621, KACC 11466",1,"Niastella yeongjuensis",0.4-0.6
134053,GCR0103,"KACC 16453, JCM 17927",1,"Nibrella saemangeumensis",1.15
134054,GYR3121,"KACC 16447, JCM 17925",1,"Nibrella viscosa",0.95
134066,GSR3061,"KACC 16450, JCM 17917",1,"Nibribacter koreensis",0.55
166361,BT10,"KCTC 62607, NBRC 114383",1,"Nibribacter ruber",0.8-1
141099,MME-018,"KCCM 43135, JCM 30752",1,"Nioella aestuarii",0.8-1.0
140471,JS7-11,"MCCC 1A00710, KCTC 42144",1,"Nioella sediminis",0.8-1.5
13946,DR41_21,"DSM 18348, CIP 109265, OOB 129",1,"Nisaea denitrificans",0.9
13947,DR41_18,"DSM 19540, CIP 109601, OOB 128",1,"Nisaea nitritireducens",0.9
10423,E9I37-1,"DSM 16511, JCM 12458",1,"Nitratifractor salsuginis",0.6
140601,2-2-12-1,"CGMCC 1.15320, LMG 29090",1,"Nitratireductor aestuarii",1
11871,NL21,"DSM 15645, ATCC BAA 762, JCM 21793, CGMCC 1.8928, IAM 15348",1,"Nitratireductor aquibiodomus",1
134362,J3,"KCTC 22119, JCM 14935",1,"Nitratireductor basaltis",0.65
133633,"RC92-7, C115","CCTCC AB 209298, LMG 25540, MCCC 1A01260",1,"Nitratireductor indicus",1.3
11872,,"DSM 19185, JCM 14851, KACC 11904, Ky 101, NBRC 106418",1,"Nitratireductor kimnyeongensis",0.45
133275,GSS14,"KCTC 52186, MCCC 1K02481",1,"Nitratireductor lacus",0.6-0.8
166310,SY7,"KCTC 72110, MCCC 1K03723",1,"Nitratireductor mangrovi",0.4-0.7
10424,MI55-1,"DSM 16512, JCM 12459",1,"Nitratiruptor tergarcus",0.8
17693,ANL-iso2,"DSM 45188, NBRC 105792, NCCB 100119, UNIQEM U239",1,"Nitriliruptor alkaliphilus",0.4
141100,ZV-19,"DSM 29817, NCAIM B.02612, NCAIM B 02612",1,"Nitrincola alkalilacustris",0.5-0.8
140898,MEB087,"KCTC 42948, JCM 19317",1,"Nitrincola alkalisediminis",0.7-1.17
11284,4CA,"DSM 16316, ATCC BAA 920",1,"Nitrincola lacisaponensis",0.5
141101,R4-8,"DSM 100788, NCAIM B.02626",1,"Nitrincola schmidtii",0.5-0.6
24722,LW7,"DSM 46695, CCUG 57665, JCM 15946, NCCB 100279",1,"Nitritalea halalkaliphila",0.7-0.8
159828,MY1,"JCM 31640, KCTC 4249",1,"Nitrosarchaeum koreense",0.3-0.5
157948,NF5,"DSM 106890, JCM 32270, NCIMB 15114",1,"Nitrosopumilus adriaticus",0.2-0.25
141102,,"ATCC TSD-97, NCIMB 15022, SCM 1",1,"Nitrosopumilus maritimus",0.17-0.22
158487,D3C,"DSM 106147, JCM 32271, NCIMB 15115",1,"Nitrosopumilus piranensis",0.2-0.25
140139,,"DSM 106739, JCM 18716, KACC 17062, MIC 2059",1,"Niveibacterium umoris",0.2-0.6
158605,41640,"CGMCC 1.12980, LMG 28363",1,"Niveispirillum lacus",0.6-1.2
10786,,"DSM 44729, IFM 0575, JCM 12118, NBRC 100135, CIP 108631",1,"Nocardia araoensis",0.4
10825,,"DSM 45353, ACM 5287, JCM 18298, CAP 290",1,"Nocardia callitridis",0.7
10799,,"DSM 44804, CIP 108975, IFM 0354, JCM 12351, NBRC 100430, CCUG 52242",1,"Nocardia concava",2.25
10806,,"DSM 44883, IFM 0803, JCM 12667, NBRC 100660, CIP 109337",1,"Nocardia exalbida",0.4-0.8
10778,,"DSM 44732, CIP 108597, IFM 10084, JCM 12121, NBRC 100133",1,"Nocardia higoensis",0.7
10787,,"DSM 44730, IFM 0784, JCM 12119, NBRC 100136, CIP 108644",1,"Nocardia pneumoniae",0.33
10777,,"DSM 44733, CIP 108598, IFM 10311, JCM 12122, NBRC 100134",1,"Nocardia shimofusensis",0.6
10814,,"DSM 44935, DSM 44897, IFM 0706, JCM 13033, NBRC 100888, CIP 109636",1,"Nocardia terpenica",0.35
134096,JC2056,"IMSNU 14029, KCTC 9921, JCM 12125",1,"Nocardioides aestuarii",0.35
11140,MSL-28,"DSM 19323, KCTC 19276, JCM 16020, MSL 28",1,"Nocardioides agariphilus",0.2-0.5
140784,djl-8,"KCTC 39844, CCTCC AB 2017058",1,"Nocardioides agrisoli",0.4-0.6
23165,CD40127,"DSM 25218, CECT 8014",1,"Nocardioides albertanoniae",0.7
141143,"THG-S11.7, THG-S11-7","KCTC 39607, CCTCC AB 2015297, JCM 31749",1,"Nocardioides albidus",1.0-1.2
11116,KSL-1,"DSM 16699, KCTC 19037, JCM 13365, BCRC 16826, CIP 108736",1,"Nocardioides alkalitolerans",0.9
11153,Cr7-14,"DSM 23325, CGMCC 1.10697, LMG 26053, JCM 18960",1,"Nocardioides alpinus",0.4-0.5
11118,GW-9,"DSM 17295, CIP 108375, JCM 11813, KCCM 41647",1,"Nocardioides aquiterrae",0.8-1
132635,B2-12,"DSM 100725, KCTC 39748, NRRL B-65313",1,"Nocardioides baekrokdamisoli",0.4-0.5
11141,,"DSM 19320, KCTC 19290, MSL 19, JCM 16021",1,"Nocardioides bigeumensis",0.3-0.8
11145,MN8,"DSM 23134, CCUG 57506, KCTC 19600, JCM 19119",1,"Nocardioides caeni",0.5
11150,YC6903,"DSM 22177, KACC 13778, JCM 17686",1,"Nocardioides caricicola",0.5
133079,,"DSM 29950, KCTC 39551, YIM A1136, JCM 30631",1,"Nocardioides cavernae",0.2-0.5
134068,BP781702,"KCTC 29121, JCM 18531, HWE 2-02",1,"Nocardioides conyzicola",0.41
159744,IB-3,"KACC 19522, JCM 32672",1,"Nocardioides currus",0.5-0.7
11148,MDN22,"DSM 23819, CCUG 57505, KCTC 19601",1,"Nocardioides daedukensis",0.6
133929,2C1-5,"JCM 17460, KCTC 19799",1,"Nocardioides daeguensis",0.6
11155,MJ31,"DSM 25320, JCM 16922, KCTC 19772",1,"Nocardioides daejeonensis",0.5-0.8
11131,D287,"DSM 18664, CCM 7403, JCM 16608",1,"Nocardioides daphniae",0.9
11143,FR1436,"DSM 22004, JCM 14815, KCTC 19309",1,"Nocardioides dokdonensis",0.6-0.9
11123,KSL-104,"DSM 19084, CIP 109028, JCM 13008, KCTC 9992",1,"Nocardioides dubius",0.9
134067,,"KCTC 29122, JCM 18532, MWE 3-5",1,"Nocardioides endophyticus",0.35
166484,SZ4R5S7,"CGMCC 4.7456, KCTC 39994",1,"Nocardioides ferulae",0.6-0.7
133240,Y4,"CGMCC 1.12791, MCCC 1A09944, LMG 28100, JCM 19770",1,"Nocardioides flavus",0.5-0.6
134367,NAA-13,"LMG 24213, BCRC 16874, JCM 16703",1,"Nocardioides fonticola",0.8
11121,SBS-26,"DSM 18445, JCM 13813, NRRL B-24465, CIP 109516",1,"Nocardioides furvisabuli",0.45
11115,JC2055,"DSM 16411, IMSNU 14028, JCM 12124, KCTC 9920, CGMCC 4.6875, CIP 108507, IAM 15306",1,"Nocardioides ganghwensis",0.45
166432,WSJ-1,"KCTC 49117, CCTCC AB 2018027",1,"Nocardioides gansuensis",0.3-0.8
132516,SYP-A7303,"DSM 100492, KCTC 39594, JCM 30556",1,"Nocardioides ginkgobilobae",0.7
11154,BX5-10,"DSM 21362, KCTC 19467, Gsoil BX5-10",1,"Nocardioides ginsengagri",0.4-0.7
11119,,"DSM 17921, CCUG 52478, KCTC 19135, Gsoil 1124, JCM 16930",1,"Nocardioides ginsengisoli",0.3
11133,DS-30,"DSM 21479, CCUG 54522, KCTC 19246, JCM 15302",1,"Nocardioides hankookensis",0.6
158314,78,"DSM 106424, CGMCC 4.7461",1,"Nocardioides houyundeii",0.6-1.2
11146,,"DSM 23133, KCTC 19265, LMG 24128, DCY 24, JCM 14942, JCM 17026",1,"Nocardioides humi",0.4
11151,"1RaM5-12, RaM5-12","DSM 21673, JCM 19558, NCAIM 02330, NCAIM B.02330",1,"Nocardioides hungaricus",0.5
11132,HFW-21,"DSM 18584, KCTC 19197, JCM 15307",1,"Nocardioides hwasunensis",0.55
141103,FLL521,"KCTC 39931, CCTCC AB 2017083",1,"Nocardioides immobilis",0.5-0.7
11120,DS-51,"DSM 17944, CIP 109626, KCTC 19180, JCM 15308",1,"Nocardioides insulae",0.8
133130,,"YIM DR1091, JCM 30632, CGMCC 4.7251",1,"Nocardioides intraradicalis",0.4-0.6
140785,,"KCTC 39886, DSM 104480, BGMRC 2075",1,"Nocardioides kandeliae",0.3-0.7
11124,A2-4,"DSM 19082, CIP 109335, JCM 12609, KCTC 19054, BCRC 16836, KCTC 9995",1,"Nocardioides kongjuensis",0.4-0.7
11142,MSL-09,"DSM 19266, KCTC 19272, JCM 16022, MSL 09",1,"Nocardioides koreensis",0.2-0.7
11113,KSL-2,"DSM 16314, KCTC 19038, JCM 13594, CIP 108882",1,"Nocardioides kribbensis",0.9
11114,KSL-17,"DSM 16315, KCTC 19039, JCM 14046",1,"Nocardioides lentus",0.4-0.7
11157,D94-1,"DSM 24663, CGMCC 4.6858, JCM 19667",1,"Nocardioides lianchengensis",0.4
140309,002-2,"DSM 103718, KCTC 39838",0,"Nocardioides litoris",0.4-0.5
140786,x-2,"KCTC 39845, CCTCC AB 2016255",1,"Nocardioides litorisoli",0.4-0.5
11125,SBS-12,"DSM 18965, JBRI 2003, KCCM 42681",1,"Nocardioides marinisabuli",0.7
133952,CL-GY44,"KCCM 90109, JCM 18459",1,"Nocardioides marinquilinus",0.65
11126,CL-DD14,"DSM 18248, CIP 109596, KCCM 42321, JCM 15615",1,"Nocardioides marinus",0.4-0.6
11149,MSL-22,"DSM 19432, KCTC 19310, MSL 22, NBRC 107606",1,"Nocardioides mesophilus",0.3-0.8
11112,,"DSM 16090, NCIMB 14004, BAS 3, JCM 14342, CGMCC 4.6882, CIP 108901, IAM 15341",1,"Nocardioides oleivorans",0.3
11122,,"DSM 18660, KCTC 19187, Gsoil 616, JCM 15309, CIP 109747",1,"Nocardioides panacihumi",0.3-0.5
11147,,"DSM 21348, KCTC 19470, Gsoil 346, JCM 16953",1,"Nocardioides panacisoli",0.3
158822,THG-T63,"KACC 19192, CGMCC 4.7388",1,"Nocardioides pelophilus",0.4-0.6
23164,"I10A-0142, I10A-01402","DSM 24552, CPCC 203382, KCTC 29022",1,"Nocardioides perillae",0.75
133104,WYH11-7,"DSM 104026, CGMCC 4.7371",1,"Nocardioides phosphati",0.4-0.6
24251,RHLT2-1,"DSM 27452, CGMCC 1.11156, NBRC 108563, JCM 19668",1,"Nocardioides psychrotolerans",0.82
11135,CL-Z59,"DSM 18239, KCCM 42320",1,"Nocardioides salarius",0.3-0.6
11136,J112,"DSM 22259, JCM 14945, KCTC 19365",0,"Nocardioides salarius",0.85
11144,,"DSM 19263, JCM 19559, KCTC 19271, MSL 01",1,"Nocardioides sediminis",0.3-0.8
166421,S-34,"KCTC 49137, CCTCC AB 2018079",1,"Nocardioides silvaticus",0.3-0.4
140344,,"DSM 100390, KCTC 39565, NBRC 110251, BGMRC 0092",1,"Nocardioides sonneratiae",0.3-0.4
24250,RHLT1-17,"DSM 27403, CGMCC 1.11147, NBRC 108562, JCM 19669",1,"Nocardioides szechwanensis",0.8
24248,VA15,"DSM 28109, CGMCC 1.7056, JCM 16799, NBRC 104259",1,"Nocardioides terrae",0.3
11130,DS-17,"DSM 21550, JCM 14582, KCTC 19217",1,"Nocardioides terrigena",0.55
140673,,"CCTCC AB 2016296, DSM 103833, YIM 73001, NCCP 696",1,"Nocardioides thalensis",0.3-0.4
164547,HY056,"JCM 33399, CGMCC 4.7563",1,"Nocardioides yefusunii",0.2-0.5
132482,JM-601,"DSM 101604, CCM 8654, CIP 110980, JCM 32381",1,"Nocardioides zeicaulis",0.9-1.5
166181,HLT2-9,"CGMCC 1.11084, NBRC 109783",1,"Nocardioides zhouii",0.44-0.47
11236,,"DSM 45168, KCTC 19473, JSM 073097, JCM 16954",1,"Nocardiopsis kunsanensis",0.6
11217,,"DSM 44839, CCTCC AA 204009, KCTC 19003, YIM 90010, JCM 13364, CIP 108478",1,"Nocardiopsis salina",0.4-0.6
133117,OITF-31,"KCTC 52502, NBRC 112459",1,"Nonlabens aestuariivivens",0.2-0.4
5723,DSW-6,"DSM 17205, KCTC 12402",1,"Nonlabens dokdonensis",0.4-0.6
134174,CKA-5,"NBRC 100970, LMG 23247",1,"Nonlabens tegetincola",0.5-0.7
5724,SW256,"DSM 16809, NCIMB 14027",1,"Nonlabens xylanidelens",0.5-0.6
16556,NEAU-Z6,"DSM 45729, CGMCC 4.7037, JCM 30783",1,"Nonomuraea solani",0.81
140696,XMTR2A4,"MCCC 1A01882, KCTC 52427",1,"Notoacmeibacter marinus",2
11370,SUEMI08,"DSM 24251, CECT 7839, LMG 26150",1,"Noviherbaspirillum aurantiacum",0.95
140483,,"JCM 17723, DSM 25787, TSA 66",1,"Noviherbaspirillum autotrophicum",0.4-0.6
11371,SUEMI03,"DSM 24250, CECT 7838, LMG 26151",1,"Noviherbaspirillum canariense",1.2
140482,,"JCM 17722, ATCC TSD-69, TSA 40, DSM 113107",1,"Noviherbaspirillum denitrificans",0.4-0.6
133958,CC-AFH3,"BCRC 80516, JCM 18414",1,"Noviherbaspirillum malthae",1.1
24271,PB1,"DSM 26001, LMG 27282",1,"Noviherbaspirillum psychrotolerans",1
11372,SUEMI10,"DSM 24276, CECT 7840, LMG 26149",1,"Noviherbaspirillum soli",1.2
166370,Poly41,"DSM 103145, VKM B-3437",1,"Novipirellula artificiosorum",0.8-1.2
166409,Q31b,"DSM 103929, LMG 29701",1,"Novipirellula aureliae",0.7-0.9
166410,"Pla52o, Pla52Original","DSM 103357, LMG 29744",1,"Novipirellula galeiformis",0.8-1.2
14164,"FSW 06-204d","DSM 19966, CCM 7496, CCUG 55538",1,"Novosphingobium acidiphilum",0.58
23268,FNE08-86,"DSM 25088, CCM 7983",1,"Novosphingobium aquaticum",0.9
159855,Jyi-02,"BCRC 80537, KCTC 32422",1,"Novosphingobium arvoryzae",0.3-0.5
23265,LL02,"DSM 25411, CCM 7980",1,"Novosphingobium barchaimii",1
133280,STM-24,"BCRC 80925, LMG 29291, KCTC 42984",1,"Novosphingobium bradum",0.5-0.8
141008,164,"CICC 11035s, DSM 103351",1,"Novosphingobium clariflavum",0.5-0.6
140931,Teta.03,"LMG 27385, KCTC 32255",1,"Novosphingobium colocasiae",0.3-0.5
140632,UCM-28,"KACC 18571, NBRC 111647",1,"Novosphingobium flavum",0.5-0.7
140948,STM-14,"LMG 29290, KCTC 42983, BCRC 80924",1,"Novosphingobium fontis",0.5-0.8
23266,FNE08-7,"DSM 25065, CCM 7978, CCUG 61508",1,"Novosphingobium fuchskuhlense",0.8
133078,SA925,"DSM 32207, GDMCC 1.1110",1,"Novosphingobium guangzhouense",0.8
14165,H25,"DSM 23608, CGMCC 1.6784, LMG 24713, MCCC 1A01080",1,"Novosphingobium indicum",0.65
140737,Tese-5,"BCRC 80904, LMG 28838, KCTC 42656",1,"Novosphingobium ipomoeae",0.2-0.4
14153,MT1,"DSM 13663, CCUG 45847, CIP 108698",1,"Novosphingobium lentum",0.4
23267,,"DSM 25409, CCM 7976, LE 124",0,"Novosphingobium lindaniclasticum",0.7
133226,THG-DN6.20,"KACC 18541, CCTCC AB 2015354",1,"Novosphingobium lotistagni",0.6-0.8
158720,KSS165-70,"CIP 111490, CCM 8814, DSM 106122",1,"Novosphingobium lubricantis",1.5
14162,SM117,"DSM 23374, CCM 7473, MTCC 9020",1,"Novosphingobium mathurense",0.8
166517,,"KCTC 52672, CCTCC AB 2017010, SYSU G00007",1,"Novosphingobium meiothermophilum",0.1-0.5
140811,D39,"KEMB 9005-346, KACC 18593, JCM 31158",1,"Novosphingobium naphthae",0.25-0.55
141144,ZYY112,"ACCC 06131, JCM 30537, DSM 29082, BCRC 81083",1,"Novosphingobium oryzae",0.7
14163,SM16,"DSM 22890, CCM 7472, MTCC 9019",1,"Novosphingobium panipatense",0.6
14152,US6-1,"CCUG 56449, CIP 108548, DSM 17173, JCM 12182, KCTC 10454, NCIMB 14244",1,"Novosphingobium pentaromativorans",0.36-0.45
140899,SLH-16,"BCRC 80888, LMG 28418, KCTC 42194",1,"Novosphingobium piscinae",0.3-0.5
14166,CC-TPE-1,"DSM 22821, CCM 7706, CCUG 58493",1,"Novosphingobium soli",0.8
14155,,"DSM 17507, AS 1.3432, JCM 12465, CCUG 56308, BCRC 80740, CGMCC 1.3432, CIP 108789",1,"Novosphingobium taihuense",0.45
14280,SW150,"DSM 16222, KCTC 12231, CIP 108792",1,"Novosphingopyxis baekryungensis",0.8
134324,TDMA-5,"NBRC 102579, CCUG 54348",1,"Nubsella zeaxanthinifaciens",0.25
132351,277,"DSM 25168, LMG 26948",1,"Occallatibacter riparius",0.6-0.7
132353,A2-1c,"DSM 25170, LMG 26946",1,"Occallatibacter savannae",0.5-0.7
160327,T3246-1,"DSM 110499, JCM 32923, CGMCC 1.13532, CGMCC 1.13535",1,"Occultella glacieicola",0.6
133449,P24,"CCTCC AB 208226, LMG 24626, MCCC 1A02083",1,"Oceanibaculum indicum",1.05
158573,L54-1-50,"KCTC 52312, MCCC 1A05150",1,"Oceanibaculum nanhaiense",0.8-1
14022,LMC2up-L3,"DSM 22161, CCTCC AB 209059, LMG 24859, MCCC 1A02656",1,"Oceanibaculum pacificum",0.6
133775,GISW-4,"LMG 25723, BCRC 80207",1,"Oceanicaulis stylophorae",0.65
24525,CLW,"DSM 24423, CGMCC 1.10808, LMG 26245, MCCC 1A06272",0,"Oceanicella actignis",0.5
13685,,"DSM 15982, HTCC 2516",1,"Oceanicola granulosus",0.75
4160,E-2,"DSM 18311, JCM 14040",1,"Oceanidesulfovibrio marinus",0.5
166199,YLY08,"MCCC 1H00318, KCTC 62182",1,"Oceaniglobus ichthyenteri",0.5-0.6
159645,102-Na3,"DSM 106032, JCM 32358, KCTC 62271",1,"Oceanimonas marisflavi",0.6-0.8
164179,StC1,"JCM 32050, KACC 19231",1,"Oceaniradius stylonematis",0.5-1.0
23862,NH-JN4,"DSM 26274, CCTCC AB 2013103, JCM 18501, KCTC 15322",1,"Oceanirhabdus sediminicola",0.85
11295,L+SNo03319806,"DSM 19503, LMG 24225",1,"Oceaniserpentilla haliotis",0.2-0.6
133770,V1-41,"CCUG 58690, KCTC 23013, NBRC 106171",1,"Oceanisphaera arctica",0.55
292,BL1,"DSM 17589, KCTC 12522",1,"Oceanisphaera donghaensis",1-1.2
293,TW92,"DSM 25666, JCM 17329, KACC 15117",1,"Oceanisphaera sediminis",1.25
14319,R1,"DSM 2029, ATCC 27000",1,"Oceanispirochaeta litoralis",0.2-0.3
,,,,,0.5-0.6
140412,SY2,"DSM 104770, KCTC 15593, KEMB 3001-381",1,"Oceanispirochaeta sediminicola",0.1-0.2
132549,,"DSM 101867, CIP 110951, NCIMB 703044, AVG 2115",1,"Oceanivirga salmonicida",0.4
1377,S-11,"DSM 21910, CCUG 53534, CIP 109363, KCTC 13061",1,"Oceanobacillus caeni",0.5-0.6
1375,"T3944 D","DSM 18262, CIP 109536, KCTC 13626, LMG 23627",1,"Oceanobacillus chironomi",0.8-1.0
133918,,"KCTC 33035, CCUG 62987, CAU 1051",1,"Oceanobacillus chungangensis",0.6
132449,J8B,"DSM 23996, IBRC-M 10444",1,"Oceanobacillus halophilus",0.8-0.9
166101,,"CGMCC 1.17002, KCTC 43140, YIM 98839",1,"Oceanobacillus halotolerans",0.3-0.6
23737,A21,"DSM 28042, JCM 17251, NCIMB 14685, BCRC 80660",1,"Oceanobacillus indicireducens",2.15
1378,SSK2-2,"DSM 23158, KCTC 13177, PCU 300, TISTR 1858",1,"Oceanobacillus kapialis",0.4-0.5
23736,CHL-21,"DSM 27649, CCUG 56608, KCTC 13253",1,"Oceanobacillus locisalsi",0.6-1
133157,T9B,"IBRC-M 10703, LMG 29250",1,"Oceanobacillus longus",1
1380,A1g,"DSM 24772, CGMCC 1.7693, JCM 15776, BCRC 80658, KCTC 13886",1,"Oceanobacillus neutriphilus",0.7-1.2
134115,R-2,"JCM 12661, NCIMB 14022, BCRC 17790, CGMCC 1.8877, CIP 108867",1,"Oceanobacillus oncorhynchi",0.5
1374,20AG,"DSM 16557, ATCC BAA 954, CIP 109235",1,"Oceanobacillus oncorhynchi subsp. incaldanensis",0.5-0.8
164402,YLB-02,"JCM 32870, MCCC 1A12699",1,"Oceanobacillus piezotolerans",0.6-0.7
133964,SA9,"JCM 17252, NCIMB 14684, DSM 107338, BCRC 80661",1,"Oceanobacillus polygoni",0.55
1376,CL-MP28,"DSM 18246, CIP 109535, KCCM 42318, KCTC 13625",1,"Oceanobacillus profundus",0.2-0.4
18136,OCT74,"DSM 24906, JCM 15580, LMG 24865",1,"Oceanotoga teriensis",0.75
166136,BO-7,"KACC 19676, LMG 30809",1,"Ochrobactrum soli",1.2-2.0
158523,RA1-3,"KCTC 42605, CECT 8868",1,"Octadecabacter ascidiaceicola",0.2-0.5
133178,HDSW-34,"KCTC 52250, NBRC 112296, DSM 107946",1,"Octadecabacter ponticola",0.4-0.7
12521,,"DSM 22474, JCM 16069, YIT 12061, KCTC 15133",1,"Odoribacter laneus",1.15
166413,Ha5,"DSM 106907, LMG 30589, NBRC 113643, KCTC 62952",1,"Oecophyllibacter saccharovorans",0.45-0.5
133086,"SM 30","DSM 102969, NBRC 111955",1,"Oharaeibacter diazotrophicus",1.1-1.4
140604,,"JCM 30904, KCCM 43131, MEBiC 09124",1,"Oleiagrimonas citrea",0.4-0.6
